EVENT,BOUT,METHOD,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result
ufc fight night: cannonier vs. borralho,viacheslav borshchev  vs. james llontop,decision - split,3,300,viacheslav borshchev,james llontop,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: cannonier vs. borralho,jacqueline cavalcanti  vs. josiane nunes,decision - split,3,300,jacqueline cavalcanti,josiane nunes,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc fight night: cannonier vs. borralho,wang cong  vs. victoria leonardo,ko/tko,1,62,wang cong,victoria leonardo,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 305: du plessis vs. adesanya,dricus du plessis  vs. israel adesanya,submission,4,218,dricus du plessis,israel adesanya,5.0,5.0,0.0,0.0,0,1,middleweight,W,L
ufc 305: du plessis vs. adesanya,kai kara-france  vs. steve erceg,ko/tko,1,244,kai kara-france,steve erceg,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 305: du plessis vs. adesanya,mateusz gamrot  vs. dan hooker,decision - split,3,300,mateusz gamrot,dan hooker,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 305: du plessis vs. adesanya,tai tuivasa  vs. jairzinho rozenstruik,decision - split,3,300,tai tuivasa,jairzinho rozenstruik,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc 305: du plessis vs. adesanya,li jingliang  vs. carlos prates,ko/tko,2,242,li jingliang,carlos prates,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 305: du plessis vs. adesanya,junior tafa  vs. valter walker,submission,1,296,junior tafa,valter walker,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc 305: du plessis vs. adesanya,josh culibao  vs. ricardo ramos,decision - split,3,300,josh culibao,ricardo ramos,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 305: du plessis vs. adesanya,casey o'neill  vs. luana santos,decision - unanimous,3,300,casey o'neill,luana santos,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc 305: du plessis vs. adesanya,jack jenkins  vs. herbert burns,ko/tko,3,48,jack jenkins,herbert burns,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 305: du plessis vs. adesanya,tom nolan  vs. alex reyes,decision - unanimous,3,300,tom nolan,alex reyes,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 305: du plessis vs. adesanya,song kenan  vs. ricky glenn,decision - unanimous,3,300,song kenan,ricky glenn,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 305: du plessis vs. adesanya,stewart nicoll  vs. jesus aguilar,submission,1,159,stewart nicoll,jesus aguilar,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: tybura vs. spivac 2,marcin tybura  vs. serghei spivac,submission,1,104,marcin tybura,serghei spivac,5.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: tybura vs. spivac 2,damon jackson  vs. chepe mariscal,decision - unanimous,3,300,damon jackson,chepe mariscal,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: tybura vs. spivac 2,danny barlow  vs. nikolay veretennikov,decision - split,3,300,danny barlow,nikolay veretennikov,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: tybura vs. spivac 2,chris gutierrez  vs. quang le,decision - unanimous,3,300,chris gutierrez,quang le,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: tybura vs. spivac 2,yana santos  vs. chelsea chandler,decision - unanimous,3,300,yana santos,chelsea chandler,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc fight night: tybura vs. spivac 2,toshiomi kazama  vs. charalampos grigoriou,submission,2,115,toshiomi kazama,charalampos grigoriou,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: tybura vs. spivac 2,karol rosa  vs. pannie kianzad,decision - unanimous,3,300,karol rosa,pannie kianzad,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc fight night: tybura vs. spivac 2,jhonata diniz  vs. karl williams,decision - unanimous,3,300,jhonata diniz,karl williams,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: tybura vs. spivac 2,youssef zalal  vs. jarno errens,submission,1,232,youssef zalal,jarno errens,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: tybura vs. spivac 2,stephanie luciano  vs. talita alencar,decision - unanimous,3,300,stephanie luciano,talita alencar,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,cory sandhagen  vs. umar nurmagomedov,decision - unanimous,5,300,cory sandhagen,umar nurmagomedov,5.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: sandhagen vs. nurmagomedov,shara magomedov  vs. michal oleksiejczuk,decision - unanimous,3,300,shara magomedov,michal oleksiejczuk,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,marlon vera  vs. deiveson figueiredo,decision - unanimous,3,300,marlon vera,deiveson figueiredo,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: sandhagen vs. nurmagomedov,tony ferguson  vs. michael chiesa,submission,1,224,tony ferguson,michael chiesa,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: sandhagen vs. nurmagomedov,mackenzie dern  vs. loopy godinez,decision - unanimous,3,300,mackenzie dern,loopy godinez,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,joel alvarez  vs. elves brener,ko/tko,3,216,joel alvarez,elves brener,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,azamat murzakanov  vs. alonzo menifield,ko/tko,2,198,azamat murzakanov,alonzo menifield,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,mohammad yahya  vs. kaue fernandes,ko/tko,1,285,mohammad yahya,kaue fernandes,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: sandhagen vs. nurmagomedov,shamil gaziev  vs. don'tale mayes,decision - unanimous,3,300,shamil gaziev,don'tale mayes,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,guram kutateladze  vs. jordan vucenic,decision - unanimous,3,300,guram kutateladze,jordan vucenic,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,viktoriia dudakova  vs. sam hughes,decision - split,3,300,viktoriia dudakova,sam hughes,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: sandhagen vs. nurmagomedov,jai herbert  vs. rolando bedoya,decision - unanimous,3,300,jai herbert,rolando bedoya,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: sandhagen vs. nurmagomedov,sedriques dumas  vs. denis tiuliulin,decision - unanimous,3,300,sedriques dumas,denis tiuliulin,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 304: edwards vs. muhammad 2,leon edwards  vs. belal muhammad,decision - unanimous,5,300,leon edwards,belal muhammad,5.0,5.0,0.0,0.0,0,1,welterweight,L,W
ufc 304: edwards vs. muhammad 2,tom aspinall  vs. curtis blaydes,ko/tko,1,60,tom aspinall,curtis blaydes,5.0,5.0,0.0,0.0,0,1,heavyweight,W,L
ufc 304: edwards vs. muhammad 2,king green  vs. paddy pimblett,submission,1,202,king green,paddy pimblett,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 304: edwards vs. muhammad 2,christian leroy duncan  vs. gregory rodrigues,decision - unanimous,3,300,christian leroy duncan,gregory rodrigues,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 304: edwards vs. muhammad 2,arnold allen  vs. giga chikadze,decision - unanimous,3,300,arnold allen,giga chikadze,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 304: edwards vs. muhammad 2,nathaniel wood  vs. daniel pineda,decision - unanimous,3,300,nathaniel wood,daniel pineda,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 304: edwards vs. muhammad 2,molly mccann  vs. bruna brasil,decision - unanimous,3,300,molly mccann,bruna brasil,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc 304: edwards vs. muhammad 2,jake hadley  vs. caolan loughran,decision - unanimous,3,300,jake hadley,caolan loughran,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 304: edwards vs. muhammad 2,muhammad mokaev  vs. manel kape,decision - unanimous,3,300,muhammad mokaev,manel kape,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 304: edwards vs. muhammad 2,oban elliott  vs. preston parsons,decision - unanimous,3,300,oban elliott,preston parsons,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 304: edwards vs. muhammad 2,modestas bukauskas  vs. marcin prachnio,submission,3,192,modestas bukauskas,marcin prachnio,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 304: edwards vs. muhammad 2,sam patterson  vs. kiefer crosbie,submission,1,170,sam patterson,kiefer crosbie,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 304: edwards vs. muhammad 2,mick parkin  vs. lukasz brzeski,ko/tko,1,203,mick parkin,lukasz brzeski,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 304: edwards vs. muhammad 2,shauna bannon  vs. alice ardelean,decision - split,3,300,shauna bannon,alice ardelean,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: lemos vs. jandiroba,amanda lemos  vs. virna jandiroba,submission,2,288,amanda lemos,virna jandiroba,5.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: lemos vs. jandiroba,steve garcia  vs. seungwoo choi,ko/tko,1,96,steve garcia,seungwoo choi,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: lemos vs. jandiroba,kurt holobaugh  vs. kaynan kruschewsky,decision - unanimous,3,300,kurt holobaugh,kaynan kruschewsky,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: lemos vs. jandiroba,cody durden  vs. bruno silva,ko/tko,2,178,cody durden,bruno silva,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: lemos vs. jandiroba,dooho choi  vs. bill algeo,ko/tko,2,218,dooho choi,bill algeo,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: lemos vs. jandiroba,jeongyeong lee  vs. hyder amil,ko/tko,1,65,jeongyeong lee,hyder amil,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: lemos vs. jandiroba,brian kelleher  vs. cody gibson,submission,1,238,brian kelleher,cody gibson,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: lemos vs. jandiroba,miranda maverick  vs. dione barbosa,decision - unanimous,3,300,miranda maverick,dione barbosa,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: lemos vs. jandiroba,loik radzhabov  vs. trey ogden,decision - unanimous,3,300,loik radzhabov,trey ogden,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: lemos vs. jandiroba,luana carolina  vs. lucie pudilova,decision - unanimous,3,300,luana carolina,lucie pudilova,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: lemos vs. jandiroba,mohammed usman  vs. thomas petersen,decision - unanimous,3,300,mohammed usman,thomas petersen,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: namajunas vs. cortez,rose namajunas  vs. tracy cortez,decision - unanimous,5,300,rose namajunas,tracy cortez,5.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: namajunas vs. cortez,santiago ponzinibbio  vs. muslim salikhov,decision - split,3,300,santiago ponzinibbio,muslim salikhov,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: namajunas vs. cortez,drew dober  vs. jean silva,tko - doctor's stoppage,3,88,drew dober,jean silva,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: namajunas vs. cortez,gabriel bonfim  vs. ange loosa,decision - unanimous,3,300,gabriel bonfim,ange loosa,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: namajunas vs. cortez,julian erosa  vs. christian rodriguez,submission,1,289,julian erosa,christian rodriguez,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: namajunas vs. cortez,abdul razak alhassan  vs. cody brundage,could not continue,1,37,abdul razak alhassan,cody brundage,3.0,5.0,0.0,0.0,0,0,middleweight,NC,NC
ufc fight night: namajunas vs. cortez,joshua van  vs. charles johnson,ko/tko,3,20,joshua van,charles johnson,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: namajunas vs. cortez,jasmine jasudavicius  vs. fatima kline,decision - unanimous,3,300,jasmine jasudavicius,fatima kline,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: namajunas vs. cortez,montel jackson  vs. da'mon blackshear,ko/tko,1,18,montel jackson,da'mon blackshear,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: namajunas vs. cortez,luana santos  vs. mariya agapova,submission,1,207,luana santos,mariya agapova,3.0,5.0,0.0,0.0,1,0,flyweight,W,L
ufc fight night: namajunas vs. cortez,josh fremd  vs. andre petroski,decision - unanimous,3,300,josh fremd,andre petroski,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: namajunas vs. cortez,evan elder  vs. darrius flowers,submission,2,106,evan elder,darrius flowers,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 303: pereira vs. prochazka 2,alex pereira  vs. jiri prochazka,ko/tko,2,13,alex pereira,jiri prochazka,5.0,5.0,0.0,0.0,0,1,light heavyweight,W,L
ufc 303: pereira vs. prochazka 2,dan ige  vs. diego lopes,decision - unanimous,3,300,dan ige,diego lopes,3.0,5.0,0.0,0.0,0,0,catch weight,L,W
ufc 303: pereira vs. prochazka 2,anthony smith  vs. roman dolidze,decision - unanimous,3,300,anthony smith,roman dolidze,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc 303: pereira vs. prochazka 2,mayra bueno silva  vs. macy chiasson,tko - doctor's stoppage,2,118,mayra bueno silva,macy chiasson,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc 303: pereira vs. prochazka 2,ian machado garry  vs. michael page,decision - unanimous,3,300,ian machado garry,michael page,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 303: pereira vs. prochazka 2,joe pyfer  vs. marc-andre barriault,ko/tko,1,85,joe pyfer,marc-andre barriault,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 303: pereira vs. prochazka 2,cub swanson  vs. andre fili,decision - split,3,300,cub swanson,andre fili,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 303: pereira vs. prochazka 2,charles jourdain  vs. jean silva,ko/tko,2,82,charles jourdain,jean silva,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 303: pereira vs. prochazka 2,payton talbott  vs. yanis ghemmouri,ko/tko,1,19,payton talbott,yanis ghemmouri,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 303: pereira vs. prochazka 2,michelle waterson-gomez  vs. gillian robertson,decision - unanimous,3,300,michelle waterson-gomez,gillian robertson,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc 303: pereira vs. prochazka 2,andrei arlovski  vs. martin buday,decision - split,3,300,andrei arlovski,martin buday,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc 303: pereira vs. prochazka 2,rei tsuruya  vs. carlos hernandez,decision - unanimous,3,300,rei tsuruya,carlos hernandez,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 303: pereira vs. prochazka 2,ricky simon  vs. vinicius oliveira,decision - unanimous,3,300,ricky simon,vinicius oliveira,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: whittaker vs. aliskerov,robert whittaker  vs. ikram aliskerov,ko/tko,1,109,robert whittaker,ikram aliskerov,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: whittaker vs. aliskerov,sergei pavlovich  vs. alexander volkov,decision - unanimous,3,300,sergei pavlovich,alexander volkov,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: whittaker vs. aliskerov,kelvin gastelum  vs. daniel rodriguez,decision - unanimous,3,300,kelvin gastelum,daniel rodriguez,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: whittaker vs. aliskerov,shara magomedov  vs. antonio trocoli,ko/tko,3,147,shara magomedov,antonio trocoli,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: whittaker vs. aliskerov,johnny walker  vs. volkan oezdemir,ko/tko,1,148,johnny walker,volkan oezdemir,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: whittaker vs. aliskerov,nasrat haqparast  vs. jared gordon,decision - split,3,300,nasrat haqparast,jared gordon,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: whittaker vs. aliskerov,muhammad naimov  vs. felipe lima,submission,3,75,muhammad naimov,felipe lima,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: whittaker vs. aliskerov,rinat fakhretdinov  vs. nicolas dalby,decision - split,3,300,rinat fakhretdinov,nicolas dalby,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: whittaker vs. aliskerov,kyung ho kang  vs. muin gafurov,decision - unanimous,3,300,kyung ho kang,muin gafurov,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: whittaker vs. aliskerov,magomed gadzhiyasulov  vs. brendson ribeiro,decision - majority,3,300,magomed gadzhiyasulov,brendson ribeiro,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: whittaker vs. aliskerov,xiao long  vs. changho lee,decision - split,3,300,xiao long,changho lee,3.0,5.0,,5.0,0,0,bantamweight,L,W
ufc fight night: perez vs. taira,alex perez  vs. tatsuro taira,ko/tko,2,179,alex perez,tatsuro taira,5.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: perez vs. taira,douglas silva de andrade  vs. miles johns,decision - unanimous,3,300,douglas silva de andrade,miles johns,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: perez vs. taira,timmy cuamba  vs. lucas almeida,decision - unanimous,3,300,timmy cuamba,lucas almeida,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: perez vs. taira,brady hiestand  vs. garrett armfield,submission,3,112,brady hiestand,garrett armfield,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: perez vs. taira,asu almabayev  vs. jose johnson,decision - unanimous,3,300,asu almabayev,jose johnson,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: perez vs. taira,josh quinlan  vs. adam fugitt,decision - split,3,300,josh quinlan,adam fugitt,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: perez vs. taira,jimmy flick  vs. nate maness,decision - unanimous,3,300,jimmy flick,nate maness,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: perez vs. taira,carli judice  vs. gabriella fernandes,decision - split,3,300,carli judice,gabriella fernandes,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc fight night: perez vs. taira,jeka saragih  vs. westin wilson,submission,1,109,jeka saragih,westin wilson,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: perez vs. taira,melquizael costa  vs. shayilan nuerdanbieke,submission,3,110,melquizael costa,shayilan nuerdanbieke,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: perez vs. taira,josefine knutsson  vs. julia polastri,decision - unanimous,3,300,josefine knutsson,julia polastri,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: cannonier vs. imavov,jared cannonier  vs. nassourdine imavov,ko/tko,4,94,jared cannonier,nassourdine imavov,5.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: cannonier vs. imavov,dominick reyes  vs. dustin jacoby,ko/tko,1,120,dominick reyes,dustin jacoby,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: cannonier vs. imavov,raul rosas jr.  vs. ricky turcios,submission,2,142,raul rosas jr.,ricky turcios,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: cannonier vs. imavov,brunno ferreira  vs. dustin stoltzfus,ko/tko,1,291,brunno ferreira,dustin stoltzfus,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: cannonier vs. imavov,julian marquez  vs. zach reese,ko/tko,1,20,julian marquez,zach reese,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: cannonier vs. imavov,miguel baeza  vs. punahele soriano,decision - unanimous,3,300,miguel baeza,punahele soriano,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: cannonier vs. imavov,thiago moises  vs. ludovit klein,decision - unanimous,3,300,thiago moises,ludovit klein,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: cannonier vs. imavov,charles radtke  vs. carlos prates,ko/tko,1,287,charles radtke,carlos prates,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: cannonier vs. imavov,brad katona  vs. jesse butler,decision - unanimous,3,300,brad katona,jesse butler,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: cannonier vs. imavov,andrea lee  vs. montana de la rosa,decision - split,3,300,andrea lee,montana de la rosa,3.0,5.0,0.0,0.0,1,0,flyweight,L,W
ufc fight night: cannonier vs. imavov,john castaneda  vs. daniel marcos,decision - unanimous,3,300,john castaneda,daniel marcos,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: cannonier vs. imavov,eduarda moura  vs. denise gomes,decision - split,3,300,eduarda moura,denise gomes,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc fight night: cannonier vs. imavov,cody stamann  vs. taylor lapilus,decision - unanimous,3,300,cody stamann,taylor lapilus,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: cannonier vs. imavov,rayanne dos santos  vs. puja tomar,decision - split,3,300,rayanne dos santos,puja tomar,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc 302: makhachev vs. poirier,islam makhachev  vs. dustin poirier,submission,5,162,islam makhachev,dustin poirier,5.0,5.0,0.0,0.0,0,1,lightweight,W,L
ufc 302: makhachev vs. poirier,sean strickland  vs. paulo costa,decision - split,5,300,sean strickland,paulo costa,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 302: makhachev vs. poirier,kevin holland  vs. michal oleksiejczuk,submission,1,94,kevin holland,michal oleksiejczuk,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 302: makhachev vs. poirier,niko price  vs. alex morono,decision - unanimous,3,300,niko price,alex morono,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 302: makhachev vs. poirier,randy brown  vs. elizeu zaleski dos santos,decision - unanimous,3,300,randy brown,elizeu zaleski dos santos,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 302: makhachev vs. poirier,cesar almeida  vs. roman kopylov,decision - split,3,300,cesar almeida,roman kopylov,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 302: makhachev vs. poirier,jailton almeida  vs. alexandr romanov,submission,1,147,jailton almeida,alexandr romanov,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
