,Fighter,Win,Loss,Draw,No Contest,Total Matches
2302,kelly dullanty,0,1,0,0,1
2303,kelly faszholz,0,1,0,0,1
2304,kelly faszholz ,0,1,0,0,1
2305,kelvin gastelum,7,7,0,1,15
2306,kelvin gastelum ,6,2,0,0,8
2307,ken shamrock,0,4,0,0,4
2308,ken shamrock ,4,0,0,0,4
2309,ken stone,0,1,0,0,1
2310,ken stone ,2,1,0,0,3
2311,kendall grove,0,3,0,0,3
2312,kendall grove ,7,3,0,0,10
2313,kenichi yamamoto,0,1,0,0,1
2314,kenichi yamamoto ,2,0,0,0,2
2315,kennedy nzechukwu,1,3,0,0,4
2316,kennedy nzechukwu ,6,2,0,0,8
2317,kenny florian,0,4,0,0,4
2318,kenny florian ,12,1,0,0,13
2319,kenny robertson,1,4,0,0,5
2320,kenny robertson ,3,1,0,0,4
2321,kerry schall,0,1,0,0,1
2322,ketlen souza,2,1,0,0,3
2323,ketlen vieira,5,0,0,0,5
2324,ketlen vieira ,3,4,0,0,7
2325,kevin aguilar,2,2,0,0,4
2326,kevin aguilar ,0,2,0,0,2
2327,kevin borjas,0,2,0,0,2
2328,kevin burns,0,3,0,0,3
2329,kevin burns ,2,0,0,0,2
2330,kevin casey,0,3,0,1,4
2331,kevin casey ,1,0,1,1,3
2332,kevin croom,0,3,0,1,4
2333,kevin ferguson ,1,1,0,0,2
2334,kevin holland,3,7,0,0,10
2335,kevin holland ,10,2,0,1,13
2336,kevin jackson,0,2,0,0,2
2337,kevin jackson ,2,0,0,0,2
2338,kevin jordan,0,2,0,0,2
2339,kevin jousset,1,0,0,0,1
2340,kevin jousset ,1,1,0,0,2
2341,kevin lee,8,4,0,0,12
2342,kevin lee ,3,4,0,0,7
2343,kevin natividad,0,3,0,0,3
2344,kevin randleman,0,3,0,0,3
2345,kevin randleman ,4,0,0,0,4
2346,kevin rosier,0,1,0,0,1
2347,khabib nurmagomedov,5,0,0,0,5
2348,khabib nurmagomedov ,8,0,0,0,8
2349,khadis ibragimov,0,2,0,0,2
2350,khadis ibragimov ,0,2,0,0,2
2351,khalid murtazaliev ,1,0,0,0,1
2352,khalid taha,1,1,0,0,2
2353,khalid taha ,0,3,0,1,4
2354,khalil rountree jr.,6,3,0,0,9
2355,khalil rountree jr. ,3,3,0,1,7
2356,khama worthy,2,2,0,0,4
2357,khama worthy ,0,1,0,0,1
2358,khamzat chimaev,3,0,0,0,3
2359,khamzat chimaev ,3,0,0,0,3
2360,khaos williams,3,2,0,0,5
2361,khaos williams ,3,0,0,0,3
2362,khusein askhabov,0,1,0,0,1
2363,kiefer crosbie,0,2,0,0,2
2364,kiichi kunimoto,1,1,0,0,2
2365,kiichi kunimoto ,2,1,0,0,3
2366,kimo leopoldo,0,3,0,0,3
2367,kimo leopoldo ,2,0,0,0,2
2368,king green ,0,1,0,0,1
2369,kiru sahota ,0,1,0,0,1
2370,kit cope,0,1,0,0,1
2371,kj noons,2,2,0,0,4
2372,kj noons ,0,1,0,1,2
2373,klaudia sygula,0,1,0,0,1
2374,kleydson rodrigues,1,2,0,0,3
2375,kleydson rodrigues ,0,1,0,0,1
2376,klidson abreu,1,2,0,1,4
2377,koji kitao,0,1,0,0,1
2378,koji oishi,0,2,0,0,2
2379,konstantin erokhin,0,2,0,0,2
2380,kris mccray,0,2,0,0,2
2381,kris mccray ,0,1,0,0,1
2382,kris moutinho,0,1,0,0,1
2383,kris moutinho ,0,1,0,0,1
2384,kristian rothaermel,0,1,0,0,1
2385,kristof midoux,0,1,0,0,1
2386,kron gracie,1,2,0,0,3
2387,kron gracie ,0,1,0,0,1
2388,krzysztof jotko,9,2,0,0,11
2389,krzysztof jotko ,2,4,0,0,6
2390,krzysztof soszynski,1,1,0,0,2
2391,krzysztof soszynski ,5,2,0,0,7
2392,kuniyoshi hironaka,0,3,0,0,3
2393,kuniyoshi hironaka ,1,0,0,0,1
2394,kurt holobaugh,0,3,0,0,3
2395,kurt holobaugh ,2,2,0,0,4
2396,kurt pellegrino,0,4,0,0,4
2397,kurt pellegrino ,7,1,0,0,8
2398,kwan ho kwak,0,1,0,0,1
2399,kwan ho kwak ,0,1,0,0,1
2400,kyle bochniak,1,3,0,0,4
2401,kyle bochniak ,1,2,0,0,3
2402,kyle bradley,0,3,0,0,3
2403,kyle bradley ,1,0,0,0,1
2404,kyle daukaus,0,4,0,1,5
2405,kyle daukaus ,2,0,0,0,2
2406,kyle kingsbury,2,2,0,0,4
2407,kyle kingsbury ,2,3,0,0,5
2408,kyle nelson,3,4,1,0,8
2409,kyle nelson ,1,1,0,0,2
2410,kyle noke,2,2,0,0,4
2411,kyle noke ,4,4,0,0,8
2412,kyle prepolec,0,1,0,0,1
2413,kyle prepolec ,0,1,0,0,1
2414,kyle stewart,0,1,0,0,1
2415,kyle stewart ,0,1,0,0,1
2416,kyle watson,1,1,0,0,2
2417,kyler phillips,3,1,0,0,4
2418,kyler phillips ,3,1,0,0,4
2419,kyoji horiguchi,1,1,0,0,2
2420,kyoji horiguchi ,6,0,0,0,6
2421,kyung ho kang,2,4,0,1,7
2422,kyung ho kang ,6,1,0,0,7
2423,lance benoist,2,2,0,0,4
2424,lance gibson,0,1,0,0,1
2425,lance gibson ,1,0,0,0,1
2426,lando vannata,1,2,1,0,4
2427,lando vannata ,3,5,1,0,9
2428,landon quinones,0,1,0,0,1
2429,landon quinones ,0,1,0,0,1
2430,lara procopio,1,2,0,0,3
2431,larissa pacheco,0,1,0,0,1
2432,larissa pacheco ,0,1,0,0,1
2433,larry cureton,0,2,0,0,2
2434,laureano staropoli,1,4,0,0,5
2435,laureano staropoli ,1,0,0,0,1
2436,lauren mueller,1,2,0,0,3
2437,lauren mueller ,0,1,0,0,1
2438,lauren murphy,2,4,0,0,6
2439,lauren murphy ,6,2,0,0,8
2440,lavar johnson,2,2,0,0,4
2441,laverne clark,0,1,0,0,1
2442,laverne clark ,4,0,0,0,4
2443,leah letson,1,1,0,0,2
2444,leandro issa,1,2,0,0,3
2445,leandro issa ,1,1,0,0,2
2446,leandro silva,1,4,0,0,5
2447,leandro silva ,2,0,0,1,3
2448,lee murray ,1,0,0,0,1
2449,leigh remedios,0,1,0,0,1
2450,leo kuntz,0,2,0,0,2
2451,leon edwards,4,2,0,0,6
2452,leon edwards ,10,1,0,1,12
2453,leonard garcia,1,3,0,0,4
2454,leonard garcia ,1,4,0,0,5
2455,leonardo guimaraes,0,2,0,0,2
2456,leonardo mafra,0,3,0,0,3
2457,leonardo mafra ,1,0,0,0,1
2458,leonardo morales,0,2,0,0,2
2459,leonardo santos,2,1,0,0,3
2460,leonardo santos ,5,2,1,0,8
2461,lerone murphy,3,0,1,0,4
2462,lerone murphy ,3,0,0,0,3
2463,leslie smith,1,3,0,0,4
2464,leslie smith ,3,0,0,0,3
2465,levan makashvili,1,1,1,0,3
2466,lewis gonzalez,0,1,0,0,1
2467,li jingliang,3,4,0,0,7
2468,li jingliang ,8,3,0,0,11
2469,liana jojua,1,1,0,0,2
2470,liana jojua ,0,2,0,0,2
2471,liang na,0,1,0,0,1
2472,liang na ,0,1,0,0,1
2473,liliya shakirova,0,1,0,0,1
2474,lina lansberg,2,3,0,0,5
2475,lina lansberg ,2,4,0,0,6
2476,lisa ellis,0,2,0,0,2
2477,liudvik sholinian,0,1,0,0,1
2478,liudvik sholinian ,0,1,0,0,1
2479,livinha souza,1,0,0,0,1
2480,livinha souza ,2,3,0,0,5
2481,liz carmouche,0,4,0,0,4
2482,liz carmouche ,5,1,0,0,6
2483,lodune sincaid,0,1,0,0,1
2484,logan clark ,1,0,0,0,1
2485,loik radzhabov,2,1,0,0,3
2486,loik radzhabov ,0,1,0,0,1
2487,loma lookboonmee,1,0,0,0,1
2488,loma lookboonmee ,5,2,0,0,7
2489,lone'er kavanagh ,1,0,0,0,1
2490,loopy godinez,5,4,0,0,9
2491,loopy godinez ,2,1,0,0,3
2492,lorenz larkin,5,2,0,0,7
2493,lorenz larkin ,0,3,0,0,3
2494,louis cosce,0,1,0,0,1
2495,louis cosce ,0,1,0,0,1
2496,louis gaudinot,0,1,0,1,2
2497,louis gaudinot ,1,2,0,0,3
2498,louis smolka,5,2,0,0,7
2499,louis smolka ,3,7,0,0,10
2500,lowell anderson,0,1,0,0,1
2501,luan chagas,0,2,1,0,3
2502,luan chagas ,1,0,0,0,1
2503,luan lacerda,0,1,0,0,1
2504,luan lacerda ,0,1,0,0,1
2505,luana carolina,3,3,0,0,6
2506,luana carolina ,3,0,0,0,3
2507,luana pinheiro,2,0,0,0,2
2508,luana pinheiro ,1,3,0,0,4
2509,luana santos,1,1,0,0,2
2510,luana santos ,2,0,0,0,2
2511,lucas alexander,1,2,0,0,3
2512,lucas almeida,2,2,0,0,4
2513,lucas martins,1,2,0,0,3
2514,lucas martins ,3,1,0,0,4
2515,lucas rocha,0,1,0,0,1
2516,lucie pudilova,3,7,0,0,10
2517,lucie pudilova ,0,1,0,0,1
2518,lucio linhares,0,2,0,0,2
2519,ludovit klein,5,1,1,0,7
2520,ludovit klein ,2,1,0,0,3
2521,luigi fioravanti,0,5,0,0,5
2522,luigi fioravanti ,4,0,0,0,4
2523,luigi vendramini,0,3,0,0,3
2524,luigi vendramini ,1,0,0,0,1
2525,luis henrique,0,2,0,0,2
2526,luis henrique ,2,2,0,0,4
2527,luis pajuelo,0,1,0,0,1
2528,luis pena,1,2,0,0,3
2529,luis pena ,4,1,0,0,5
2530,luis ramos,0,2,0,0,2
2531,luis saldana,0,1,1,0,2
2532,luis saldana ,2,0,0,0,2
2533,luiz cane,0,2,0,0,2
2534,luiz cane ,4,3,0,0,7
2535,luiz dutra,0,1,0,0,1
2536,luiz dutra ,0,1,0,0,1
2537,lukasz brzeski,1,4,0,0,5
2538,lukasz sajewski,0,2,0,0,2
2539,lukasz sajewski ,0,1,0,0,1
2540,luke barnatt,0,1,0,0,1
2541,luke barnatt ,3,2,0,0,5
2542,luke caudillo,0,2,0,0,2
2543,luke cummo,0,4,0,0,4
2544,luke cummo ,3,0,0,0,3
2545,luke jumeau,0,1,0,0,1
2546,luke jumeau ,2,1,0,0,3
2547,luke rockhold,2,4,0,0,6
2548,luke rockhold ,4,1,0,0,5
2549,luke sanders,2,2,0,0,4
2550,luke sanders ,1,3,0,0,4
2551,luke zachrich,0,1,0,0,1
2552,luke zachrich ,1,1,0,0,2
2553,lyman good,1,2,0,0,3
2554,lyman good ,2,1,0,0,3
2555,lyoto machida,1,4,0,0,5
2556,lyoto machida ,15,4,0,0,19
2557,mac danzig,1,6,0,0,7
2558,mac danzig ,4,2,0,0,6
2559,maciej jewtuszko ,0,1,0,0,1
2560,mackens semerzier,1,0,0,0,1
2561,mackens semerzier ,0,1,0,1,2
2562,mackenzie dern,2,2,0,0,4
2563,mackenzie dern ,7,3,0,0,10
2564,macy chiasson,5,2,0,0,7
2565,macy chiasson ,3,1,0,0,4
2566,mads burnell,0,2,0,0,2
2567,mads burnell ,1,0,0,0,1
2568,magnus cedenblad,1,1,0,0,2
2569,magnus cedenblad ,3,1,0,0,4
2570,magomed ankalaev,3,1,1,0,5
2571,magomed ankalaev ,7,0,0,0,7
2572,magomed gadzhiyasulov ,1,0,0,0,1
2573,magomed mustafaev,2,2,0,0,4
2574,magomed mustafaev ,1,0,0,0,1
2575,maheshate ,1,2,0,0,3
2576,maia stevenson ,0,1,0,0,1
2577,maiquel falcao,1,0,0,0,1
2578,mairbek taisumov,0,1,0,0,1
2579,mairbek taisumov ,7,1,0,0,8
2580,mairon santos,1,0,0,0,1
2581,makhmud muradov,2,0,0,1,3
2582,makhmud muradov ,2,2,0,0,4
2583,maki pitolo,1,1,0,0,2
2584,maki pitolo ,0,4,0,0,4
2585,makwan amirkhani,4,4,0,0,8
2586,makwan amirkhani ,3,3,0,0,6
2587,malcolm gordon,1,3,0,0,4
2588,malcolm gordon ,1,2,0,0,3
2589,mallory martin,0,3,0,0,3
2590,mallory martin ,1,0,0,0,1
2591,mana martinez ,2,2,0,0,4
2592,mandy bohm,1,1,0,0,2
2593,mandy bohm ,0,1,0,0,1
2594,manel kape,1,2,0,0,3
2595,manel kape ,4,1,0,0,5
2596,manny bermudez,3,1,0,0,4
2597,manny bermudez ,0,1,0,0,1
2598,manolo zecchini,0,1,0,0,1
2599,manon fiorot,4,0,0,0,4
2600,manon fiorot ,3,0,0,0,3
2601,mansur abdul-malik ,1,0,0,0,1
2602,manuel rodriguez,0,1,0,0,1
2603,manuel torres,1,0,0,0,1
2604,manuel torres ,2,1,0,0,3
2605,manvel gamburyan,1,6,0,1,8
2606,manvel gamburyan ,5,2,0,0,7
2607,mara romero borella,0,5,0,0,5
2608,mara romero borella ,2,0,0,0,2
2609,marc diakiese,3,3,0,0,6
2610,marc diakiese ,5,4,0,0,9
2611,marc-andre barriault,3,5,0,0,8
2612,marc-andre barriault ,2,3,0,1,6
2613,marcel fortuna,1,2,0,0,3
2614,marcelo aguiar,0,1,0,0,1
2615,marcelo golm,0,3,0,0,3
2616,marcelo golm ,1,0,0,0,1
2617,marcelo guimaraes,0,1,0,0,1
2618,marcelo guimaraes ,2,1,0,0,3
2619,marcelo mello ,1,0,0,0,1
2620,marcelo rojo,0,2,0,0,2
2621,marcelo rojo ,0,1,0,0,1
2622,marcin bandel,0,1,0,0,1
2623,marcin bandel ,0,1,0,0,1
2624,marcin held,0,2,0,0,2
2625,marcin held ,1,1,0,0,2
2626,marcin prachnio,3,4,0,0,7
2627,marcin prachnio ,1,2,0,0,3
2628,marcin tybura,5,5,0,0,10
2629,marcin tybura ,8,3,0,0,11
2630,marcin wrzosek,0,1,0,0,1
2631,marcio alexandre junior,0,1,0,0,1
2632,marcio alexandre junior ,0,2,0,0,2
2633,marcio cruz,0,2,0,0,2
2634,marcio cruz ,2,0,0,0,2
2635,marco beltran,1,1,0,0,2
2636,marco beltran ,2,2,0,0,4
2637,marco polo reyes,2,3,0,0,5
2638,marco polo reyes ,2,1,0,0,3
2639,marco ruas,0,2,0,0,2
2640,marco ruas ,4,0,0,0,4
2641,marcos mariano,0,2,0,0,2
2642,marcos rogerio de lima,5,5,0,0,10
2643,marcos rogerio de lima ,6,2,0,0,8
2644,marcos vinicius,0,1,0,0,1
2645,marcos vinicius ,1,1,0,0,2
2646,marcus aurelio,0,4,0,0,4
2647,marcus aurelio ,2,0,0,0,2
2648,marcus bossett,0,2,0,0,2
2649,marcus bossett ,1,0,0,0,1
2650,marcus brimage,2,0,0,0,2
2651,marcus brimage ,2,4,0,0,6
2652,marcus davis,0,6,0,0,6
2653,marcus davis ,9,0,0,0,9
2654,marcus jones,0,1,0,0,1
2655,marcus levesseur,0,1,0,0,1
2656,marcus levesseur ,1,1,0,0,2
2657,marcus mcghee,3,0,0,0,3
2658,marcus mcghee ,1,0,0,0,1
2659,marcus silveira,0,1,0,1,2
2660,maria oliveira,0,3,0,0,3
2661,maria oliveira ,1,0,0,0,1
2662,marina rodriguez,2,2,1,0,5
2663,marina rodriguez ,5,3,1,0,9
2664,mario bautista,5,1,0,0,6
2665,mario bautista ,4,1,0,0,5
2666,mario miranda,1,2,0,0,3
2667,mario miranda ,0,1,0,0,1
2668,mario neto,0,1,0,0,1
2669,marion reneau,3,3,1,0,7
2670,marion reneau ,2,4,0,0,6
2671,mariya agapova,1,2,0,0,3
2672,mariya agapova ,1,2,0,0,3
2673,mark bocek,0,3,0,0,3
2674,mark bocek ,8,2,0,0,10
2675,mark coleman,0,5,0,0,5
2676,mark coleman ,7,0,0,0,7
2677,mark de la rosa,0,4,0,0,4
2678,mark de la rosa ,2,1,0,0,3
2679,mark eddiva,1,2,0,0,3
2680,mark eddiva ,0,1,0,0,1
2681,mark godbeer,1,1,0,0,2
2682,mark godbeer ,1,1,0,0,2
2683,mark hall,0,3,0,0,3
2684,mark hall ,4,0,0,0,4
2685,mark holst,0,2,0,0,2
2686,mark hominick,0,1,0,0,1
2687,mark hominick ,3,3,0,0,6
2688,mark hughes ,1,0,0,0,1
2689,mark hunt,3,4,0,1,8
2690,mark hunt ,5,4,1,0,10
2691,mark kerr ,4,0,0,0,4
2692,mark madsen,2,2,0,0,4
2693,mark madsen ,2,0,0,0,2
2694,mark munoz,4,2,0,0,6
2695,mark munoz ,5,4,0,0,9
2696,mark robinson,0,0,0,1,1
2697,mark scanlon,0,1,0,0,1
2698,mark schultz ,1,0,0,0,1
2699,mark striegl,0,2,0,0,2
2700,mark weir,0,2,0,0,2
2701,mark weir ,1,0,0,0,1
2702,markus perez,0,3,0,0,3
2703,markus perez ,2,2,0,0,4
2704,marlon moraes,3,2,0,0,5
2705,marlon moraes ,2,4,0,0,6
2706,marlon vera,6,7,0,0,13
2707,marlon vera ,9,2,0,0,11
2708,marnic mann,0,1,0,0,1
2709,marnic mann ,0,1,0,0,1
2710,marquel mederos,1,0,0,0,1
2711,martin bravo,0,1,0,0,1
2712,martin bravo ,1,2,0,0,3
2713,martin buday,3,0,0,0,3
2714,martin buday ,2,1,0,0,3
2715,martin day,0,2,0,0,2
2716,martin day ,0,2,0,0,2
2717,martin kampmann,4,6,0,0,10
2718,martin kampmann ,7,0,0,0,7
2719,martin sano,0,1,0,0,1
2720,martin svensson,0,1,0,0,1
2721,marvin eastman,0,4,0,0,4
2722,marvin eastman ,1,0,0,0,1
2723,marvin vettori,5,4,0,0,9
2724,marvin vettori ,4,1,1,0,6
2725,maryna moroz,3,4,0,0,7
2726,maryna moroz ,3,2,0,0,5
2727,masanori kanehara,1,2,0,0,3
2728,masio fullen,0,2,0,0,2
2729,masio fullen ,1,0,0,0,1
2730,mason jones,0,1,0,1,2
2731,mason jones ,1,1,0,0,2
2732,masutatsu yano,0,1,0,0,1
2733,mateus mendonca,0,3,0,0,3
2734,mateusz gamrot,5,1,0,0,6
2735,mateusz gamrot ,2,2,0,0,4
2736,mateusz rebecki,0,1,0,0,1
2737,mateusz rebecki ,3,0,0,0,3
2738,matheus nicolau,5,2,0,0,7
2739,matheus nicolau ,2,2,0,0,4
2740,mats nilsson,0,2,0,0,2
2741,matt andersen,0,1,0,0,1
2742,matt arroyo,0,2,0,0,2
2743,matt arroyo ,1,0,0,0,1
2744,matt bessette ,0,2,0,0,2
2745,matt brown,1,8,0,0,9
2746,matt brown ,16,5,0,0,21
2747,matt dwyer,1,2,0,0,3
2748,matt dwyer ,0,1,0,0,1
2749,matt frevola,2,2,0,0,4
2750,matt frevola ,3,3,1,0,7
2751,matt grice,1,5,0,0,6
2752,matt grice ,1,0,0,0,1
2753,matt hamill,2,4,0,0,6
2754,matt hamill ,8,1,0,0,9
2755,matt hobar,1,2,0,0,3
2756,matt horwich,0,2,0,0,2
2757,matt hughes,0,5,0,0,5
2758,matt hughes ,18,2,0,0,20
2759,matt lindland,0,3,0,0,3
2760,matt lindland ,9,0,0,0,9
2761,matt lucas,0,1,0,0,1
2762,matt mitrione,3,5,0,0,8
2763,matt mitrione ,6,0,0,0,6
2764,matt sayles,1,2,0,0,3
2765,matt sayles ,0,1,0,0,1
2766,matt schnell,2,5,0,0,7
2767,matt schnell ,4,2,0,1,7
2768,matt serra,0,6,0,0,6
2769,matt serra ,7,1,0,0,8
2770,matt van buren,0,1,0,0,1
2771,matt van buren ,0,1,0,0,1
2772,matt veach,0,2,0,0,2
2773,matt veach ,1,0,0,0,1
2774,matt wiman,3,6,0,0,9
2775,matt wiman ,7,2,0,0,9
2776,matthew lopez,2,3,0,0,5
2777,matthew lopez ,0,1,0,0,1
2778,matthew riddle,1,1,0,2,4
2779,matthew riddle ,6,2,0,0,8
2780,matthew semelsberger,2,3,0,0,5
2781,matthew semelsberger ,3,3,0,0,6
2782,maurice greene,1,1,0,0,2
2783,maurice greene ,3,3,0,0,6
2784,maurice smith,0,3,0,0,3
2785,maurice smith ,4,0,0,0,4
2786,mauricio rua,1,2,0,0,3
2787,mauricio rua ,10,10,1,0,21
2788,mauricio ruffy ,2,0,0,0,2
2789,max griffin,5,7,0,0,12
2790,max griffin ,3,2,0,0,5
2791,max holloway,6,5,0,0,11
2792,max holloway ,15,2,0,0,17
2793,max rohskopf,0,1,0,0,1
2794,maxim grishin,2,3,0,0,5
2795,maximo blanco,2,4,0,0,6
2796,maximo blanco ,2,1,0,0,3
2797,maycee barber,5,1,0,0,6
2798,maycee barber ,4,1,0,0,5
2799,mayra bueno silva,2,2,1,0,5
2800,mayra bueno silva ,4,2,0,0,6
2801,megan anderson,1,2,0,0,3
2802,megan anderson ,2,1,0,0,3
2803,mehdi baghdad,0,2,0,0,2
2804,melinda fabian,0,1,1,0,2
2805,melissa dixon,1,0,0,0,1
2806,melissa gatto,3,2,0,0,5
2807,melissa martinez ,1,1,0,0,2
2808,melissa mullins ,1,1,0,0,2
2809,melquizael costa,1,2,0,0,3
2810,melquizael costa ,1,0,0,0,1
2811,melsik baghdasaryan,2,1,0,0,3
2812,melsik baghdasaryan ,1,0,0,0,1
2813,melton bowen,0,1,0,0,1
2814,melvin guillard,1,6,0,1,8
2815,melvin guillard ,11,3,0,0,14
2816,merab dvalishvili,7,1,0,0,8
2817,merab dvalishvili ,4,1,0,0,5
2818,michael bisping,2,6,0,0,8
2819,michael bisping ,18,3,0,0,21
2820,michael chandler,1,4,0,0,5
2821,michael chandler ,1,0,0,0,1
2822,michael chiesa,7,1,0,0,8
2823,michael chiesa ,6,6,0,0,12
2824,michael graves,1,0,0,0,1
2825,michael graves ,1,0,1,0,2
2826,michael johnson,5,6,0,0,11
2827,michael johnson ,10,9,0,0,19
2828,michael kuiper,1,2,0,0,3
2829,michael kuiper ,0,1,0,0,1
2830,michael mcbride,0,2,0,0,2
2831,michael mcdonald,2,2,0,0,4
2832,michael mcdonald ,4,1,0,0,5
2833,michael morales,2,0,0,0,2
2834,michael morales ,3,0,0,0,3
2835,michael page,1,1,0,0,2
2836,michael patt,0,2,0,0,2
2837,michael trizano,1,1,0,0,2
2838,michael trizano ,3,2,0,0,5
2839,michal figlak,0,2,0,0,2
2840,michal oleksiejczuk,6,6,0,1,13
2841,michal oleksiejczuk ,0,1,0,0,1
2842,micheal gillmore,0,2,0,0,2
2843,michel batista,0,1,0,0,1
2844,michel pereira,4,2,0,0,6
2845,michel pereira ,5,1,0,0,6
2846,michel prazeres,3,2,0,0,5
2847,michel prazeres ,7,2,0,0,9
2848,michel quinones,0,2,0,0,2
2849,michelle waterson,3,5,0,0,8
2850,michelle waterson ,3,0,0,0,3
2851,michelle waterson-gomez,0,1,0,0,1
2852,michelle waterson-gomez ,0,3,0,0,3
2853,michihiro omigawa,0,6,0,0,6
2854,michihiro omigawa ,1,0,0,0,1
2855,michinori tanaka,2,2,0,0,4
2856,michinori tanaka ,0,1,0,0,1
2857,mick parkin,1,0,0,0,1
2858,mick parkin ,3,0,0,0,3
2859,mickael lebout,0,2,0,0,2
2860,mickael lebout ,1,0,0,0,1
2861,mickey gall,2,4,0,0,6
2862,mickey gall ,4,3,0,0,7
2863,miesha tate,2,3,0,0,5
2864,miesha tate ,5,3,0,0,8
2865,miguel baeza,1,1,0,0,2
2866,miguel baeza ,2,3,0,0,5
2867,miguel torres ,2,2,0,0,4
2868,mike breeden,0,3,0,0,3
2869,mike brown,0,2,0,0,2
2870,mike brown ,2,2,0,0,4
2871,mike ciesnolevicz,0,1,0,0,1
2872,mike ciesnolevicz ,1,0,0,0,1
2873,mike davis,1,1,0,0,2
2874,mike davis ,3,0,0,0,3
2875,mike de la torre,2,4,0,0,6
2876,mike de la torre ,0,0,0,1,1
2877,mike easton,1,4,0,0,5
2878,mike easton ,2,0,0,0,2
2879,mike grundy,0,2,0,0,2
2880,mike grundy ,1,1,0,0,2
2881,mike guymon,1,2,0,0,3
2882,mike guymon ,0,1,0,0,1
2883,mike jackson,1,1,0,1,3
2884,mike jackson ,0,1,0,0,1
2885,mike king,0,1,0,0,1
2886,mike kyle,0,1,0,0,1
2887,mike kyle ,2,0,0,0,2
2888,mike lullo,0,1,0,0,1
2889,mike lullo ,0,1,0,0,1
2890,mike malott,1,1,0,0,2
2891,mike malott ,3,0,0,0,3
2892,mike massenzio,1,3,0,0,4
2893,mike massenzio ,1,2,0,0,3
2894,mike nickels,0,1,0,0,1
2895,mike nickels ,1,0,0,0,1
2896,mike perry,5,5,0,0,10
2897,mike perry ,2,3,0,0,5
2898,mike pierce,1,5,0,0,6
2899,mike pierce ,8,0,0,0,8
2900,mike pyle,3,4,0,0,7
2901,mike pyle ,7,5,0,0,12
2902,mike rhodes,0,3,0,0,3
2903,mike ricci,0,1,0,0,1
2904,mike ricci ,1,1,0,0,2
2905,mike rio,0,3,0,0,3
2906,mike rio ,1,0,0,0,1
2907,mike rodriguez,2,3,0,0,5
2908,mike rodriguez ,0,2,0,1,3
2909,mike russow,2,1,0,0,3
2910,mike russow ,2,1,0,0,3
2911,mike santiago,0,1,0,0,1
2912,mike santiago ,0,2,0,0,2
2913,mike stumpf,0,1,0,0,1
2914,mike stumpf ,0,1,0,0,1
2915,mike swick,0,3,0,0,3
2916,mike swick ,10,2,0,0,12
2917,mike van arsdale,0,2,0,0,2
2918,mike van arsdale ,2,0,0,0,2
2919,mike wessel,0,1,0,0,1
2920,mike whitehead,0,1,0,0,1
2921,mike wilkinson,2,1,0,0,3
2922,mike wilkinson ,0,1,0,0,1
2923,mikey burnett,0,1,0,0,1
2924,mikey burnett ,2,0,0,0,2
2925,milana dudieva,1,2,0,0,3
2926,miles johns,4,0,0,0,4
2927,miles johns ,3,3,0,0,6
2928,milton vieira,0,1,1,0,2
2929,minoki ichihara,0,1,0,0,1
2930,miranda granger,0,2,0,0,2
2931,miranda granger ,1,1,0,0,2
2932,miranda maverick,4,0,0,0,4
2933,miranda maverick ,4,3,0,0,7
2934,mirko filipovic,1,4,0,0,5
2935,mirko filipovic ,4,2,0,0,6
2936,mirsad bektic,2,1,0,0,3
2937,mirsad bektic ,4,3,0,0,7
2938,misha cirkunov,1,2,0,0,3
2939,misha cirkunov ,5,5,0,0,10
2940,mitch clarke,1,2,0,0,3
2941,mitch clarke ,1,3,0,0,4
2942,mitch gagnon,0,2,0,0,2
2943,mitch gagnon ,4,2,0,0,6
2944,mitch ramirez,0,1,0,0,1
2945,mitch raposo ,0,1,0,0,1
2946,mizuki,1,0,0,0,1
2947,mizuto hirota,1,3,0,0,4
2948,mizuto hirota ,0,2,1,0,3
2949,modestas bukauskas,2,2,0,0,4
2950,modestas bukauskas ,2,2,0,0,4
2951,mohammad yahya ,0,1,0,0,1
2952,mohammed usman ,3,2,0,0,5
2953,molly mccann,1,2,0,0,3
2954,molly mccann ,6,4,0,0,10
2955,montana de la rosa,2,4,0,0,6
2956,montana de la rosa ,4,1,1,0,6
2957,montel jackson,3,2,0,0,5
2958,montel jackson ,5,0,0,0,5
2959,montserrat conejo,1,1,0,0,2
2960,montserrat conejo ruiz,0,2,0,0,2
2961,montserrat rendon,1,0,0,0,1
2962,montserrat rendon ,0,1,0,0,1
2963,morgan charriere ,2,1,0,0,3
2964,mostapha al-turk,0,3,0,0,3
2965,moti horenstein,0,2,0,0,2
2966,motonobu tezuka,0,2,0,0,2
2967,mounir lazzez,1,2,0,0,3
2968,mounir lazzez ,1,0,0,0,1
2969,movsar evloev,4,0,0,0,4
2970,movsar evloev ,5,0,0,0,5
2971,muhammad mokaev,1,0,0,0,1
2972,muhammad mokaev ,5,0,0,0,5
2973,muhammad naimov,2,0,0,0,2
2974,muhammad naimov ,0,1,0,0,1
2975,muin gafurov,1,1,0,0,2
2976,murilo bustamante,0,1,0,0,1
2977,murilo bustamante ,3,0,0,0,3
2978,muslim salikhov,6,3,0,0,9
2979,muslim salikhov ,2,1,0,0,3
2980,myktybek orolbai,2,0,0,0,2
2981,myles jury,4,3,0,0,7
2982,myles jury ,4,1,0,0,5
2983,na liang ,0,1,0,0,1
