name,nickname,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,wins,losses,draws,nc,total_matches
tor troeng,The Hammer,187.96,83.91,,Orthodox,1983-01-25,1,3,0,0,4
david onama,,180.34,65.77,187.96,Orthodox,1994-06-07,5,2,0,0,7
hayato sakurai,Mach,170.18,76.2,,Orthodox,1975-08-24,0,1,0,0,1
chris clements,The Menace,177.8,77.11,177.8,Orthodox,1976-02-09,2,2,0,1,5
siyar bahadurzada,The Great,180.34,77.11,185.42,Orthodox,1984-04-17,4,4,0,0,8
valerie letourneau,Trouble,170.18,52.16,172.72,Orthodox,1983-04-29,3,3,0,0,6
bryan barberena,Bam Bam,182.88,77.11,182.88,Southpaw,1989-05-03,9,10,0,0,19
guangyou ning,Smasher,162.56,65.77,162.56,Southpaw,1981-12-15,2,2,0,0,4
timur valiev,Lucky,167.64,61.23,170.18,Orthodox,1990-01-19,2,1,0,1,4
alejandro perez,Turbo,167.64,61.23,170.18,Orthodox,1989-09-02,8,4,1,0,13
arnold allen,Almighty,172.72,65.77,177.8,Southpaw,1994-01-22,11,2,0,0,13
macy chiasson,,180.34,61.23,182.88,Orthodox,1991-07-27,8,3,0,0,11
khadis ibragimov,,190.5,92.99,198.12,Orthodox,1995-05-21,0,4,0,0,4
chad mendes,Money,167.64,65.77,167.64,Orthodox,1985-05-01,9,5,0,0,14
rodrigo damm,,170.18,70.31,180.34,Orthodox,1980-02-03,3,4,0,0,7
cody gibson,The Renegade,177.8,61.23,180.34,Orthodox,1987-09-11,3,5,0,0,8
yuri villefort,,182.88,77.11,185.42,Orthodox,1991-03-23,0,2,0,0,2
max holloway,Blessed,180.34,65.77,175.26,Orthodox,1991-12-04,21,7,0,0,28
jorge masvidal,Gamebred,180.34,77.11,187.96,Orthodox,1984-11-12,12,10,0,0,22
alex morono,The Great White,180.34,77.11,182.88,Orthodox,1990-08-16,13,8,0,1,22
alan patrick,Nuguette,180.34,70.31,187.96,Southpaw,1983-07-19,5,4,0,1,10
jim alers,The Beast,175.26,65.77,180.34,Orthodox,1986-10-14,1,2,0,1,4
matt bessette,The Mangler,177.8,65.77,177.8,Orthodox,1984-12-28,0,2,0,0,2
alan jouban,Brahma,182.88,77.11,185.42,Southpaw,1981-11-25,8,5,0,0,13
tony gravely,,165.1,61.23,175.26,Orthodox,1991-09-28,4,4,0,0,8
viscardi andrade,,180.34,77.11,190.5,Orthodox,1984-03-08,3,1,0,0,4
daniel kelly,,182.88,83.91,177.8,Southpaw,1977-10-31,6,4,0,0,10
chance rencountre,Black Eagle,187.96,77.11,190.5,Southpaw,1986-12-31,2,2,0,0,4
kai kamaka,The Fighting Hawaiian,170.18,65.77,175.26,Orthodox,1995-01-05,1,2,1,0,4
sijara eubanks,SarJ,162.56,56.7,170.18,Orthodox,1985-04-27,5,5,0,0,10
glaico franca moreira,Nego,182.88,70.31,195.58,Orthodox,1991-02-28,1,2,0,0,3
devonte smith,King Kage,175.26,70.31,193.04,Orthodox,1993-07-30,3,3,0,0,6
luan chagas,Tarzan,182.88,77.11,190.5,Orthodox,1993-06-17,1,2,1,0,4
jesse lennox,The Ox,175.26,77.11,182.88,Orthodox,1982-03-10,1,2,0,0,3
syuri kondo,,162.56,52.16,167.64,Orthodox,1989-02-08,1,3,0,0,4
brady hiestand,,172.72,61.23,180.34,Orthodox,1999-04-30,3,1,0,0,4
ode osbourne,The Jamaican Sensation,170.18,56.7,185.42,Southpaw,1992-01-09,4,6,0,0,10
zach makovsky,Fun Size,162.56,56.7,162.56,Southpaw,1983-04-19,3,4,0,0,7
brian stann,All American,185.42,92.99,187.96,Orthodox,1980-09-24,6,5,0,0,11
johny hendricks,Bigg Rigg,175.26,83.91,175.26,Southpaw,1983-09-12,13,8,0,0,21
thiago alves,Pitbull,175.26,77.11,177.8,Orthodox,1983-10-03,15,12,0,0,27
waylon lowe,,170.18,65.77,,Southpaw,1980-10-31,2,2,0,0,4
gabe green,Gifted,177.8,77.11,185.42,Switch,1993-05-02,2,3,0,0,5
keita nakamura,K-Taro,180.34,77.11,185.42,Southpaw,1984-05-22,4,7,0,0,11
joselyne edwards,La Pantera,172.72,61.23,177.8,Orthodox,1995-09-29,5,4,0,0,9
daniel zellhuber,Golden Boy,185.42,70.31,195.58,Switch,1999-07-07,3,2,0,0,5
heather clark,Hurricane,167.64,52.16,162.56,Orthodox,1980-09-19,1,2,0,0,3
amar suloev,,175.26,83.01,,Orthodox,1976-07-01,0,2,0,0,2
pete spratt,The Secret Weapon,175.26,77.11,,Orthodox,1971-01-09,3,4,0,0,7
tiago dos santos e silva,Trator,175.26,65.77,177.8,Orthodox,1987-04-12,2,2,0,0,4
rinat fakhretdinov,Gladiator,182.88,77.11,187.96,Orthodox,1991-09-28,4,0,1,0,5
frankie edgar,The Answer,167.64,61.23,172.72,Orthodox,1981-10-16,18,11,1,0,30
martin buday,Badys,193.04,120.2,195.58,Orthodox,1991-11-11,5,1,0,0,6
hannah cifers,Shockwave,154.94,52.16,157.48,Orthodox,1992-06-26,2,5,0,0,7
jan blachowicz,,187.96,92.99,198.12,Orthodox,1983-02-24,12,7,1,0,20
ian loveland,The Barn Owl,172.72,65.77,,Orthodox,1983-09-07,1,2,0,0,3
carlos candelario,The Cannon,172.72,56.7,172.72,Southpaw,1991-06-04,0,2,0,0,2
max griffin,Pain,180.34,77.11,193.04,Orthodox,1985-11-29,8,9,0,0,17
neil magny,The Haitian Sensation,190.5,77.11,203.2,Orthodox,1987-08-03,22,12,0,0,34
nazim sadykhov,Black Wolf,177.8,70.31,175.26,Southpaw,1994-05-16,2,0,1,0,3
cory sandhagen,,180.34,61.23,177.8,Switch,1992-04-20,10,4,0,0,14
trevin giles,,182.88,77.11,187.96,Orthodox,1992-08-06,7,7,0,0,14
frankie perez,,180.34,70.31,185.42,Orthodox,1989-05-11,1,3,0,0,4
dan ige,50K,170.18,65.77,180.34,Orthodox,1991-08-06,10,7,0,0,17
nah-shon burrell,The Rock n Rolla,180.34,77.11,,Orthodox,1990-02-05,1,1,0,0,2
alex da silva,Leko,172.72,70.31,185.42,Orthodox,1996-02-04,1,3,0,0,4
bruno santos,Carioca,175.26,83.91,,Orthodox,1987-07-17,1,2,0,0,3
andre fili,Touchy,180.34,65.77,187.96,Orthodox,1990-06-25,12,10,0,1,23
carlos hernandez,,172.72,56.7,170.18,Orthodox,1993-10-25,3,3,0,0,6
julia avila,Raging Panda,170.18,61.23,172.72,Orthodox,1988-05-11,3,2,0,0,5
tracy cortez,,165.1,56.7,165.1,Orthodox,1993-12-10,5,1,0,0,6
enrique barzola,El Fuerte,170.18,65.77,177.8,Orthodox,1989-04-28,6,3,1,0,10
nick ring,The Promise,182.88,83.91,187.96,Southpaw,1979-02-10,3,3,0,0,6
amir sadollah,,177.8,77.11,190.5,Orthodox,1980-08-27,6,5,0,0,11
carla esparza,Cookie Monster,154.94,52.16,160.02,Orthodox,1987-10-10,10,6,0,0,16
joanne wood,JoJo,167.64,56.7,165.1,Orthodox,1985-12-23,9,8,0,0,17
benito lopez,Golden Boy,177.8,61.23,185.42,Switch,1994-04-06,2,2,0,0,4
daniel teymur,Kid Dynamite,165.1,65.77,175.26,Orthodox,1988-02-03,1,4,0,0,5
dennis siver,,167.64,65.77,177.8,Orthodox,1979-01-13,12,8,0,1,21
jessin ayari,,182.88,70.31,185.42,Orthodox,1992-05-31,1,3,0,0,4
michael bisping,The Count,185.42,83.91,190.5,Orthodox,1979-02-28,20,9,0,0,29
movsar evloev,,170.18,65.77,182.88,Orthodox,1994-02-11,9,0,0,0,9
gilbert melendez,El Nino,175.26,65.77,185.42,Orthodox,1982-04-12,1,6,0,0,7
mike davis,Beast Boy,182.88,70.31,182.88,Orthodox,1992-10-07,4,1,0,0,5
henrique da silva,Frankenstein,190.5,92.99,193.04,Orthodox,1989-09-01,2,4,0,0,6
will campuzano,,175.26,56.7,177.8,Orthodox,1986-05-27,0,4,0,0,4
vitor miranda,Lex Luthor,185.42,83.91,195.58,Orthodox,1979-03-10,3,4,0,0,7
khalid taha,The Warrior,165.1,61.23,175.26,Orthodox,1992-02-15,1,4,0,1,6
nam phan,,167.64,61.23,177.8,Orthodox,1983-03-13,2,6,0,0,8
gina mazany,Danger,167.64,56.7,172.72,Southpaw,1988-08-19,2,6,0,0,8
omari akhmedov,Wolverine,182.88,83.91,185.42,Orthodox,1987-10-12,9,5,1,0,15
mike perry,Platinum,177.8,77.11,180.34,Orthodox,1991-09-15,7,8,0,0,15
douglas silva de andrade,D Silva,170.18,61.23,172.72,Orthodox,1985-06-22,7,6,0,0,13
paul felder,The Irish Dragon,180.34,70.31,177.8,Orthodox,1984-04-25,9,6,0,0,15
trevin jones,5 Star,170.18,61.23,177.8,Southpaw,1990-08-04,1,4,0,1,6
hyun gyu lim,The Ace,190.5,77.11,195.58,Orthodox,1985-01-16,3,4,0,0,7
nicholas musoke,Nico,182.88,77.11,190.5,Orthodox,1986-04-05,3,3,0,0,6
eric shelton,Showtime,167.64,56.7,172.72,Orthodox,1991-02-02,2,4,0,0,6
mara romero borella,,167.64,56.7,175.26,Orthodox,1986-06-03,2,5,0,0,7
nick maximov,,182.88,83.91,193.04,Southpaw,1997-12-23,2,2,0,0,4
danielle taylor,Dynamite,152.4,52.16,152.4,Orthodox,1989-10-25,2,3,0,0,5
andrei arlovski,The Pitbull,190.5,108.86,195.58,Orthodox,1979-02-04,23,18,0,1,42
chris beal,Real Deal,170.18,56.7,175.26,Orthodox,1985-08-06,2,3,0,0,5
hannah goldy,24K,162.56,52.16,154.94,Orthodox,1992-05-18,1,4,0,0,5
danny castillo,Last Call,175.26,70.31,180.34,Orthodox,1979-08-25,7,7,0,0,14
karolina kowalkiewicz,,160.02,52.16,162.56,Orthodox,1985-10-15,9,9,0,0,18
michinori tanaka,,165.1,61.23,170.18,Orthodox,1990-10-04,2,3,0,0,5
randa markos,Quiet Storm,162.56,52.16,160.02,Orthodox,1985-08-10,7,10,1,0,18
jared gooden,NiteTrain,182.88,77.11,195.58,Orthodox,1993-12-05,2,5,0,0,7
makhmud muradov,,187.96,83.91,190.5,Orthodox,1990-02-08,4,2,0,1,7
seo hee ham,,157.48,52.16,157.48,Southpaw,1987-03-08,1,3,0,0,4
richard walsh,Filthy Rich,182.88,77.11,185.42,Orthodox,1988-12-01,2,4,0,0,6
ismail naurdiev,The Austrian Wonderboy,177.8,77.11,187.96,Orthodox,1996-08-18,2,2,0,0,4
mark hunt,Super Samoan,177.8,120.2,182.88,Orthodox,1974-03-23,8,8,1,1,18
charles johnson,InnerG,175.26,56.7,177.8,Switch,1991-01-10,6,4,0,0,10
scott holtzman,Hot Sauce,175.26,70.31,175.26,Orthodox,1983-09-30,7,6,0,0,13
felicia spencer,FeeNom,167.64,65.77,172.72,Orthodox,1990-11-29,3,3,0,0,6
giga chikadze,Ninja,182.88,65.77,187.96,Orthodox,1988-08-25,7,2,0,0,9
colby covington,Chaos,180.34,77.11,182.88,Orthodox,1988-02-22,12,5,0,0,17
melvin guillard,The Young Assassin,175.26,70.31,180.34,Orthodox,1983-03-30,12,9,0,1,22
aleksandar rakic,,193.04,92.99,198.12,Orthodox,1992-02-06,6,3,0,0,9
tim means,The Dirty Bird,187.96,77.11,190.5,Orthodox,1984-02-20,15,14,0,1,30
zhalgas zhumagulov,,162.56,56.7,167.64,Switch,1988-08-29,1,6,0,0,7
tucker lutz,Top Gun,172.72,65.77,182.88,Orthodox,1994-07-12,1,3,0,0,4
impa kasanganay,Tshilobo,180.34,77.11,190.5,Orthodox,1994-01-17,2,2,0,0,4
mike pierce,,172.72,77.11,180.34,Orthodox,1980-09-01,9,5,0,0,14
cj vergara,,167.64,56.7,172.72,Orthodox,1991-06-18,3,4,0,0,7
luke sanders,Cool Hand,167.64,61.23,170.18,Southpaw,1985-12-12,3,5,0,0,8
david dvorak,Undertaker,165.1,56.7,172.72,Orthodox,1992-06-05,3,3,0,0,6
javid basharat,The Snow Leopard,175.26,61.23,175.26,Orthodox,1995-09-07,3,1,0,0,4
tabatha ricci,Baby Shark,154.94,52.16,154.94,Orthodox,1995-02-21,6,3,0,0,9
kajan johnson,Ragin',180.34,70.31,190.5,Orthodox,1984-04-21,4,3,0,0,7
danny roberts,Hot Chocolate,185.42,77.11,187.96,Southpaw,1987-07-14,7,7,0,0,14
daron cruickshank,Detroit Superstar,172.72,70.31,182.88,Switch,1985-06-11,6,6,0,1,13
ange loosa,The Last Ninja,177.8,77.11,187.96,Orthodox,1993-03-18,2,2,0,1,5
al iaquinta,Raging,177.8,70.31,177.8,Orthodox,1987-04-30,9,6,0,0,15
anthony njokuani,The Assassin,185.42,70.31,190.5,Orthodox,1980-03-01,3,5,0,0,8
henry cejudo,Triple C,162.56,61.23,162.56,Orthodox,1987-02-09,10,4,0,0,14
elias silverio,Xuxu,180.34,70.31,185.42,Orthodox,1986-09-22,3,2,0,0,5
pat barry,HD,180.34,106.59,187.96,Orthodox,1979-07-07,5,7,0,0,12
jordan espinosa,The Gamer,167.64,56.7,175.26,Orthodox,1989-11-08,2,4,0,0,6
jake o'brien,Irish,190.5,92.99,193.04,Orthodox,1984-09-25,4,3,0,0,7
jessica aguilar,Jag,160.02,52.16,160.02,Orthodox,1982-05-08,1,4,0,0,5
cheyanne vlismas,The Warrior Princess,160.02,52.16,160.02,Switch,1995-06-25,2,2,0,0,4
james moontasri,Moon Walker,177.8,77.11,180.34,Switch,1988-04-10,2,4,0,0,6
raphael assuncao,,165.1,61.23,167.64,Orthodox,1982-07-19,12,7,0,0,19
wu yanan,Mulan,172.72,61.23,167.64,Orthodox,1996-04-18,1,5,0,0,6
erik perez,Goyito,172.72,61.23,172.72,Orthodox,1989-11-19,7,2,0,0,9
davey grant,Dangerous,172.72,61.23,175.26,Orthodox,1985-12-18,7,6,0,0,13
mark de la rosa,Bumblebee,167.64,61.23,165.1,Orthodox,1994-08-31,2,5,0,0,7
sabina mazo,Colombian Queen,170.18,56.7,177.8,Orthodox,1997-03-25,3,4,0,0,7
rashid magomedov,Highlander,175.26,70.31,177.8,Orthodox,1984-11-29,5,1,0,0,6
antonio arroyo,,190.5,83.91,185.42,Orthodox,1989-07-01,0,3,0,0,3
justin ledet,El Blanco,193.04,92.99,203.2,Orthodox,1988-09-28,3,4,0,0,7
josh parisian,,193.04,120.2,200.66,Orthodox,1989-06-28,2,5,0,0,7
vinc pichel,From Hell,177.8,70.31,182.88,Orthodox,1982-11-23,7,4,0,0,11
james te huna,,187.96,83.91,190.5,Orthodox,1981-09-29,5,5,0,0,10
john castaneda,Sexy Mexi,167.64,61.23,180.34,Switch,1991-12-18,4,3,0,0,7
belal muhammad,Remember the Name,180.34,77.11,182.88,Orthodox,1988-07-09,15,3,0,1,19
leonardo santos,,182.88,70.31,190.5,Orthodox,1980-02-05,7,3,1,0,11
luis saldana,,180.34,65.77,185.42,Orthodox,1991-01-27,2,1,1,0,4
andre soukhamthath,The Asian Sensation,175.26,61.23,177.8,Orthodox,1988-10-23,2,5,0,0,7
travis browne,Hapa,198.12,115.67,200.66,Orthodox,1982-07-17,9,7,1,0,17
marina rodriguez,,167.64,52.16,165.1,Orthodox,1987-04-29,7,5,2,0,14
cyrille diabate,The Snake,198.12,92.99,205.74,Southpaw,1973-10-06,4,4,0,0,8
abdul razak alhassan,,177.8,83.91,185.42,Orthodox,1985-08-11,6,6,0,1,13
elizabeth phillips,,167.64,61.23,165.1,Orthodox,1986-08-20,1,3,0,0,4
alexander volkanovski,The Great,167.64,65.77,180.34,Orthodox,1988-09-29,13,2,0,0,15
damir hadzovic,The Bosnian Bomber,175.26,70.31,177.8,Orthodox,1986-08-08,4,5,0,0,9
johnny case,Hollywood,177.8,70.31,182.88,Orthodox,1989-06-28,4,2,0,0,6
loma lookboonmee,,154.94,52.16,154.94,Orthodox,1996-01-18,6,2,0,0,8
cheick kongo,,193.04,108.86,208.28,Orthodox,1975-05-17,11,6,1,0,18
raulian paiva,,172.72,61.23,175.26,Orthodox,1995-10-17,3,4,0,0,7
brandon vera,The Truth,190.5,104.33,198.12,Orthodox,1977-10-10,8,7,0,1,16
song yadong,Kung Fu Kid,172.72,61.23,170.18,Orthodox,1997-12-02,10,3,1,0,14
marco beltran,Psycho,172.72,56.7,175.26,Orthodox,1986-05-18,3,3,0,0,6
sean strickland,,185.42,83.91,193.04,Orthodox,1991-02-27,16,6,0,0,22
patrick cote,The Predator,180.34,77.11,190.5,Orthodox,1980-02-29,10,11,0,0,21
austin arnett,,182.88,65.77,182.88,Orthodox,1991-10-22,1,3,0,0,4
ricky turcios,,175.26,61.23,180.34,Orthodox,1993-06-05,2,2,0,0,4
phil hawes,No Hype,182.88,83.91,195.58,Orthodox,1989-01-08,4,4,0,0,8
jordan mein,Young Gun,182.88,77.11,185.42,Orthodox,1989-10-10,5,4,0,0,9
ryan laflare,,185.42,77.11,187.96,Southpaw,1983-10-01,7,3,0,0,10
ronnie lawrence,The Heat,172.72,61.23,172.72,Switch,1992-06-13,2,1,0,1,4
albert morales,The Warrior,175.26,61.23,182.88,Orthodox,1991-05-25,1,4,1,0,6
viviane pereira,Sucuri,154.94,52.16,160.02,Orthodox,1993-08-28,2,2,0,0,4
mateusz gamrot,Gamer,177.8,70.31,177.8,Southpaw,1990-12-11,7,3,0,0,10
da woon jung,Sseda,193.04,92.99,198.12,Orthodox,1993-12-07,0,4,0,0,4
jamall emmers,Pretty Boy,177.8,65.77,187.96,Orthodox,1989-07-24,3,4,0,0,7
alexander volkov,Drago,200.66,113.4,203.2,Orthodox,1988-10-24,12,5,0,0,17
igor pokrajac,The Duke,182.88,92.99,187.96,Orthodox,1979-01-02,4,8,0,1,13
eryk anders,Ya Boi,185.42,83.91,190.5,Southpaw,1987-04-21,9,8,0,1,18
sam stout,Hands of Stone,175.26,70.31,177.8,Orthodox,1984-04-23,9,11,0,0,20
george roop,,185.42,61.23,182.88,Orthodox,1981-11-10,5,8,0,0,13
alex garcia,The Dominican Nightmare,175.26,77.11,182.88,Orthodox,1987-07-14,5,5,0,0,10
matthew semelsberger,Semi The Jedi,185.42,77.11,190.5,Switch,1992-11-23,5,6,0,0,11
aaron riley,,172.72,70.31,175.26,Southpaw,1980-12-09,3,6,0,0,9
mizuto hirota,Pugnus,170.18,70.31,170.18,Orthodox,1981-05-05,1,5,1,0,7
tecia torres,The Tiny Tornado,154.94,52.16,152.4,Orthodox,1989-08-16,9,6,0,0,15
marcin tybura,Tybur,190.5,112.94,198.12,Orthodox,1985-11-09,13,8,0,0,21
rustam khabilov,Tiger,172.72,70.31,185.42,Orthodox,1986-11-04,10,3,0,0,13
duane ludwig,Bang,177.8,77.11,177.8,Orthodox,1978-08-04,4,5,0,0,9
frankie saenz,,167.64,61.23,167.64,Orthodox,1980-08-12,5,5,0,0,10
daniel rodriguez,D-Rod,185.42,77.11,187.96,Southpaw,1986-12-31,8,4,0,0,12
lorenz larkin,The Monsoon,180.34,77.11,182.88,Orthodox,1986-09-03,5,5,0,0,10
blagoy ivanov,Baga,180.34,113.4,185.42,Southpaw,1986-10-09,3,5,0,0,8
eddie wineland,,170.18,61.23,175.26,Orthodox,1984-06-26,6,10,0,0,16
justine kish,,165.1,56.7,162.56,Orthodox,1988-04-13,3,4,0,0,7
brian ebersole,Bad Boy,182.88,77.11,185.42,Southpaw,1980-11-27,5,3,0,0,8
patrick cummins,Durkin,187.96,92.99,193.04,Orthodox,1980-11-16,6,7,0,0,13
holly holm,The Preacher's Daughter,172.72,61.23,175.26,Southpaw,1981-10-17,8,8,0,0,16
israel adesanya,The Last Stylebender,193.04,83.91,203.2,Switch,1989-07-22,13,4,0,0,17
uriah hall,Prime Time,182.88,83.91,200.66,Orthodox,1984-07-31,10,9,0,0,19
kelvin gastelum,,175.26,77.11,180.34,Southpaw,1991-10-24,13,9,0,1,23
maycee barber,The Future,165.1,56.7,165.1,Switch,1998-05-18,9,2,0,0,11
roxanne modafferi,The Happy Warrior,170.18,56.7,175.26,Orthodox,1982-09-24,4,8,0,0,12
jimmie rivera,El Terror,162.56,61.23,172.72,Orthodox,1989-06-29,7,4,0,0,11
yana santos,,167.64,61.23,172.72,Orthodox,1989-11-11,1,2,0,0,3
dominick cruz,The Dominator,172.72,61.23,172.72,Orthodox,1985-03-09,7,3,0,0,10
jamie mullarkey,,182.88,70.31,187.96,Orthodox,1994-08-17,5,6,0,0,11
lauren murphy,Lucky,165.1,56.7,170.18,Orthodox,1983-07-27,8,6,0,0,14
jorge rivera,El Conquistador,185.42,83.91,185.42,Orthodox,1972-02-28,8,7,0,0,15
jonathan martinez,Dragon,172.72,61.23,177.8,Southpaw,1994-04-20,10,5,0,0,15
volkan oezdemir,No Time,187.96,92.99,190.5,Orthodox,1989-09-19,8,7,0,0,15
marc-andre barriault,Powerbar,185.42,83.91,187.96,Orthodox,1990-02-18,5,8,0,1,14
jared rosholt,,187.96,120.2,190.5,Orthodox,1986-08-04,6,2,0,0,8
daniel omielanczuk,,182.88,112.04,187.96,Southpaw,1982-08-31,4,5,0,0,9
thiago santos,Marreta,187.96,92.99,193.04,Orthodox,1984-01-07,14,10,0,0,24
pannie kianzad,Banzai,170.18,61.23,167.64,Orthodox,1991-12-08,5,6,0,0,11
calvin kattar,,180.34,65.77,182.88,Orthodox,1988-03-26,7,6,0,0,13
shamil abdurakhimov,Abrek,190.5,106.59,193.04,Orthodox,1981-09-02,5,6,0,0,11
josh emmett,CC0,167.64,65.77,177.8,Orthodox,1985-03-04,10,4,0,0,14
rafael cavalcante,Feijao,185.42,92.99,187.96,Orthodox,1980-04-14,1,4,0,0,5
dustin ortiz,,165.1,56.7,165.1,Orthodox,1988-12-25,8,6,0,0,14
drew dober,,172.72,70.31,177.8,Southpaw,1988-10-19,13,10,0,1,24
alexander hernandez,The Great Ape,175.26,65.77,182.88,Orthodox,1992-10-01,7,7,0,0,14
takeya mizugaki,,170.18,61.23,175.26,Orthodox,1983-12-16,8,6,0,0,14
jose aldo,,170.18,61.23,177.8,Orthodox,1986-09-09,14,8,0,0,22
darren stewart,The Dentist,182.88,92.99,187.96,Orthodox,1990-12-30,5,7,0,2,14
walt harris,The Big Ticket,195.58,113.4,195.58,Southpaw,1983-06-10,6,9,0,1,16
alexander yakovlev,Russian Thunder,190.5,70.31,187.96,Southpaw,1984-07-18,3,6,0,0,9
lina lansberg,Elbow Queen,170.18,61.23,165.1,Orthodox,1982-03-13,4,7,0,0,11
ji yeon kim,Firefist,170.18,56.7,182.88,Orthodox,1989-10-18,3,7,0,0,10
andre ewell,Mr. Highlight,172.72,65.77,190.5,Southpaw,1988-01-21,4,5,0,0,9
tarec saffiedine,Sponge,177.8,77.11,177.8,Switch,1986-09-06,2,4,0,0,6
shawn jordan,The Savage,182.88,117.93,190.5,Southpaw,1984-10-21,6,4,0,0,10
chris gutierrez,El Guapo,175.26,61.23,170.18,Orthodox,1991-04-22,9,3,1,0,13
devin clark,Brown Bear,182.88,92.99,190.5,Orthodox,1990-04-12,8,9,0,0,17
yves jabouin,Tiger,170.18,61.23,172.72,Orthodox,1979-05-30,5,5,0,0,10
brandon davis,Killer B,177.8,61.23,182.88,Orthodox,1990-05-08,2,7,0,0,9
nicolas dalby,Danish Dynamite,180.34,77.11,187.96,Orthodox,1984-11-16,7,4,1,1,13
petr yan,No Mercy,170.18,61.23,170.18,Switch,1993-02-11,10,4,0,0,14
bill algeo,Senor Perfecto,182.88,65.77,185.42,Switch,1989-06-09,5,5,0,0,10
david loiseau,The Crow,182.88,83.91,193.04,Orthodox,1979-12-17,4,5,0,0,9
edson barboza,Junior,180.34,65.77,190.5,Orthodox,1986-01-21,18,12,0,0,30
roy nelson,Big Country,182.88,119.29,185.42,Orthodox,1976-06-20,9,10,0,0,19
conor mcgregor,The Notorious,175.26,70.31,187.96,Southpaw,1988-07-14,10,4,0,0,14
geoff neal,Handz of Steel,180.34,77.11,190.5,Southpaw,1990-08-28,7,4,0,0,11
khalil rountree jr.,,185.42,92.99,193.04,Southpaw,1990-02-26,9,6,0,1,16
junior dos santos,Cigano,193.04,107.95,195.58,Orthodox,1984-01-30,15,8,0,0,23
krzysztof jotko,,185.42,83.91,195.58,Southpaw,1989-08-19,11,6,0,0,17
joanna jedrzejczyk,,167.64,52.16,165.1,Orthodox,1987-08-18,10,5,0,0,15
quinton jackson,Rampage,185.42,92.99,185.42,Orthodox,1978-06-20,8,5,0,0,13
sam alvey,Smile'N,187.96,83.91,190.5,Southpaw,1986-05-06,10,13,1,0,24
angela hill,Overkill,160.02,52.16,162.56,Orthodox,1985-01-12,12,14,0,0,26
tim sylvia,The Maine-iac,203.2,120.2,203.2,Orthodox,1976-03-05,9,4,0,0,13
jennifer maia,,162.56,56.7,162.56,Orthodox,1988-10-06,6,6,0,0,12
michael johnson,The Menace,177.8,70.31,185.42,Southpaw,1986-06-04,15,15,0,0,30
kamaru usman,The Nigerian Nightmare,182.88,77.11,193.04,Switch,1987-05-11,15,2,0,0,17
vladimir matyushenko,The Janitor,182.88,92.99,187.96,Orthodox,1971-01-04,7,5,0,0,12
jamie pickett,The Night Wolf,187.96,83.91,203.2,Orthodox,1988-08-29,2,7,0,0,9
kristof midoux,The Hurricane,185.42,99.79,,Orthodox,1974-07-30,0,1,0,0,1
john gunther,The Machine,175.26,70.31,182.88,Orthodox,1985-11-24,1,1,0,0,2
geraldo de freitas,Spartan,170.18,61.23,182.88,Orthodox,1991-09-30,1,2,0,0,3
felipe dos santos,Lipe Detona,170.18,56.7,177.8,Orthodox,2000-09-11,1,2,0,0,3
chris barnett,Beastboy,175.26,120.2,190.5,Orthodox,1986-06-14,2,2,0,0,4
adam yandiev,Boroda,175.26,83.91,187.96,Orthodox,1988-08-07,0,1,0,0,1
joey gilbert,,180.34,70.31,,Orthodox,1976-06-05,0,1,0,0,1
chad laprise,The Disciple,177.8,77.11,180.34,Orthodox,1986-07-23,6,4,0,0,10
ryan jimmo,The Big Deal,185.42,92.99,185.42,Orthodox,1981-11-27,3,4,0,0,7
jean silva,Lord Assassin,170.18,65.77,175.26,Orthodox,1996-12-13,3,0,0,0,3
larry cureton,,187.96,108.86,,Orthodox,,0,2,0,0,2
brad tavares,,185.42,83.91,187.96,Orthodox,1987-12-21,15,10,0,0,25
nick fiore,,177.8,70.31,182.88,Orthodox,1997-12-10,0,2,0,0,2
andy anderson,The Hammer,167.64,108.86,,,,0,1,0,0,1
satoshi honma,,185.42,92.99,,Orthodox,1968-05-19,0,1,0,0,1
eduardo garagorri,,175.26,65.77,177.8,Orthodox,1989-05-28,1,2,0,0,3
rolles gracie,,193.04,109.77,,Orthodox,1978-07-14,0,1,0,0,1
ottman azaitar,Bulldozer,172.72,70.31,180.34,Switch,1990-02-20,2,3,0,0,5
tyson nam,,170.18,56.7,172.72,Orthodox,1983-10-06,3,5,0,0,8
hamdy abdelwahab,The Hammer,187.96,119.75,182.88,Southpaw,1993-01-22,1,0,0,0,1
gokhan saki,The Rebel,182.88,92.99,185.42,Orthodox,1983-10-19,1,1,0,0,2
enson inoue,Yamato Damashii,177.8,95.25,,Orthodox,1967-04-15,1,0,0,0,1
antonio mckee,Mandingo,172.72,70.31,,Southpaw,1970-03-12,0,1,0,0,1
razak al-hassan,,187.96,92.99,,Orthodox,1982-05-14,0,2,0,0,2
julian sanchez,,190.5,136.08,,Orthodox,,0,1,0,0,1
brad katona,Superman,167.64,61.23,162.56,Orthodox,1991-12-19,4,4,0,0,8
houston dorr,,185.42,95.25,,Orthodox,,0,1,0,0,1
alan omer,,177.8,65.77,,Orthodox,1988-09-14,0,2,0,0,2
fernando padilla,El Valiente,185.42,65.77,193.04,Orthodox,1996-12-15,2,2,0,0,4
brandon jenkins,The Human Highlight Reel,182.88,70.31,180.34,Switch,1991-09-30,0,2,0,0,2
