name,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,wins,losses,draws,nc,total_matches
wang guan,175.26,65.77,180.34,Orthodox,1986-03-14,1,0,0,0,1
damir ismagulov,177.8,70.31,187.96,Orthodox,1991-02-03,5,2,0,0,7
tra telligman,187.96,105.69,,Orthodox,1965-02-07,1,4,0,0,5
luana santos,167.64,61.23,170.18,Orthodox,2000-04-16,3,1,0,0,4
thiago perpetuo,177.8,77.11,,Orthodox,1987-12-14,1,2,0,0,3
danilo belluardo,182.88,70.31,187.96,Southpaw,1994-07-21,0,2,0,0,2
azamat murzakanov,177.8,92.99,180.34,Southpaw,1989-04-12,4,0,0,0,4
chris saunders,172.72,70.31,,,,0,1,0,0,1
daniel jolly,185.42,92.99,190.5,Orthodox,1984-09-03,0,2,0,0,2
oluwale bamgbose,180.34,83.91,198.12,Switch,1987-08-04,1,4,0,0,5
kevin natividad,167.64,61.23,177.8,Orthodox,1993-04-02,0,3,0,0,3
mauricio ruffy,180.34,77.11,190.5,Orthodox,1996-06-17,2,0,0,0,2
themba gorimbo,185.42,77.11,195.58,Orthodox,1991-01-23,4,2,0,0,6
toshiomi kazama,170.18,61.23,175.26,Orthodox,1997-05-15,1,1,0,0,2
peter barrett,177.8,65.77,185.42,Southpaw,1986-08-10,0,2,0,0,2
guilherme vasconcelos,182.88,83.91,,Orthodox,1986-03-23,0,1,0,0,1
delson heleno,180.34,83.91,,Orthodox,1977-11-16,0,1,0,0,1
jack jenkins,170.18,65.77,172.72,Switch,1993-11-03,3,1,0,0,4
fred ettish,182.88,81.65,,Southpaw,,0,1,0,0,1
mike wessel,182.88,117.93,,Orthodox,1977-12-02,0,1,0,0,1
jermaine andre,170.18,90.72,,Orthodox,,0,1,0,0,1
rob wilkinson,190.5,83.91,203.2,Orthodox,1992-02-22,0,2,0,0,2
royce alger,177.8,90.26,,Orthodox,,0,2,0,0,2
ryan janes,190.5,83.91,193.04,Orthodox,1981-08-22,2,2,0,0,4
caio machado,193.04,113.4,198.12,Southpaw,1994-07-20,0,3,0,0,3
tina lahdemaki,157.48,52.16,,Orthodox,1988-05-28,0,1,0,0,1
morgan charriere,172.72,65.77,175.26,Orthodox,1995-10-26,2,1,0,0,3
travis fulton,182.88,108.86,,Orthodox,1977-05-29,1,1,0,0,2
tim gorman,165.1,61.23,,Southpaw,1983-04-29,0,2,0,0,2
tim williams,187.96,83.91,193.04,Orthodox,1986-07-03,0,2,0,0,2
ron faircloth,175.26,92.99,,Orthodox,1979-08-16,0,0,0,1,1
sheila gaff,165.1,61.23,,Orthodox,1989-12-29,0,2,0,0,2
ernest chavez,172.72,65.77,177.8,Orthodox,1983-06-27,1,2,0,0,3
arjan bhullar,185.42,111.13,190.5,Orthodox,1986-05-13,3,1,0,0,4
jon hess,200.66,133.81,,,,1,0,0,0,1
bobby voelker,182.88,77.11,187.96,Orthodox,1979-04-26,0,4,0,0,4
miranda granger,170.18,52.16,172.72,Orthodox,1992-04-13,1,3,0,0,4
cody east,190.5,111.13,,Orthodox,1988-06-29,0,2,0,0,2
stevie lynch,177.8,77.11,,Orthodox,,0,1,0,0,1
zhang mingyang,187.96,92.99,190.5,Orthodox,1998-08-16,2,0,0,0,2
joachim christensen,190.5,92.99,193.04,Orthodox,1978-11-07,1,3,0,0,4
bubba bush,182.88,83.91,,Orthodox,1985-07-24,0,1,0,1,2
alatengheili,165.1,61.23,167.64,Orthodox,1991-12-14,5,2,1,0,8
austin lingo,177.8,65.77,177.8,Orthodox,1994-07-10,2,3,0,0,5
ben sosoli,182.88,120.2,182.88,Southpaw,1989-12-10,0,1,0,1,2
greg stott,170.18,99.79,,Southpaw,,0,1,0,0,1
pat schilling,172.72,65.77,,Orthodox,1988-08-28,0,2,0,0,2
sean alvarez,182.88,106.59,,Orthodox,1971-07-14,0,1,0,0,1
chuck liddell,187.96,92.99,193.04,Orthodox,1969-12-17,16,7,0,0,23
jose torres,162.56,56.7,165.1,Orthodox,1992-08-02,1,1,0,0,2
leigh remedios,170.18,70.31,,Orthodox,1976-01-13,0,1,0,0,1
melinda fabian,167.64,56.7,167.64,Orthodox,1987-06-25,0,1,1,0,2
brian geraghty,170.18,70.31,,Orthodox,1980-11-04,0,1,0,0,1
daniel santos,170.18,61.23,170.18,Orthodox,1995-03-12,2,1,0,0,3
jon madsen,182.88,108.86,182.88,Orthodox,1980-02-12,4,1,0,0,5
michael patt,182.88,92.99,,Orthodox,,0,2,0,0,2
greg hardy,195.58,120.2,203.2,Orthodox,1988-07-28,4,5,0,1,10
sean soriano,175.26,65.77,177.8,Orthodox,1989-10-06,0,5,0,0,5
jason young,175.26,65.77,185.42,Orthodox,1986-06-28,1,3,0,0,4
frank caracci,,,,,,0,1,0,0,1
yorgan de castro,182.88,113.4,187.96,Orthodox,1986-12-19,1,3,0,0,4
sherman pendergarst,185.42,106.59,,Orthodox,1967-08-01,0,1,0,0,1
roberto traven,190.5,102.97,,Orthodox,1968-09-16,1,1,0,0,2
kyle prepolec,177.8,77.11,177.8,Southpaw,1989-08-30,0,2,0,0,2
jack marshman,182.88,83.91,185.42,Orthodox,1989-12-19,3,5,0,0,8
aleksa camur,185.42,92.99,187.96,Orthodox,1995-09-25,1,3,0,0,4
ian garry,190.5,77.11,187.96,Orthodox,1997-11-17,6,0,0,0,6
victor martinez,172.72,70.31,177.8,Orthodox,1991-07-17,0,2,0,0,2
cameron dollar,180.34,70.31,,Orthodox,1987-05-12,0,1,0,0,1
mounir lazzez,185.42,77.11,193.04,Orthodox,1987-11-16,2,2,0,0,4
jack nilson,,,,,,1,1,0,0,2
luiz dutra,180.34,77.11,,Orthodox,1982-05-06,0,2,0,0,2
norma dumont,170.18,65.77,170.18,Orthodox,1990-10-01,8,2,0,0,10
tuco tokkos,193.04,92.99,190.5,Orthodox,1990-06-30,0,2,0,0,2
cristian quinonez,172.72,61.23,177.8,Orthodox,1996-04-26,1,2,0,0,3
emmanuel yarborough,203.2,349.27,,Open Stance,1960-09-05,0,1,0,0,1
shinsho anzai,170.18,77.11,177.8,Orthodox,1985-12-01,2,2,0,0,4
brandon melendez,180.34,70.31,,Southpaw,1983-03-24,0,1,0,0,1
dusko todorovic,185.42,83.91,187.96,Orthodox,1994-05-19,3,5,0,0,8
masutatsu yano,175.26,89.81,,Orthodox,1975-07-11,0,1,0,0,1
justin frazier,182.88,120.2,190.5,Southpaw,1989-06-15,0,1,0,0,1
yusaku kinoshita,182.88,77.11,180.34,Southpaw,2000-08-21,0,1,0,0,1
jackie lee,,,,,,0,1,0,0,1
john cofer,175.26,70.31,,Southpaw,1984-04-29,0,2,0,0,2
homer moore,177.8,92.99,,Orthodox,1971-11-27,0,1,0,0,1
keith mielke,172.72,83.91,,,,0,1,0,0,1
justin martin,182.88,83.91,,,,1,0,0,0,1
jack may,203.2,115.67,,Switch,1981-04-14,0,2,0,0,2
ariel beck,167.64,56.7,167.64,Southpaw,1990-09-16,0,1,0,0,1
abner lloveras,180.34,70.31,,,,0,1,0,0,1
brian melancon,172.72,77.11,,Orthodox,1982-05-28,1,1,0,0,2
amaury bitetti,175.26,83.91,,Orthodox,,1,1,0,0,2
john campetella,175.26,106.59,,Orthodox,,0,1,0,0,1
andre pederneiras,172.72,70.31,,Orthodox,1967-03-22,0,1,0,0,1
