EVENT,BOUT,OUTCOME,ROUND,TIME,TIME FORMAT,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc 307: pereira vs. rountree jr.,jose aldo vs. mario bautista,L/W,3,300,3 Rnd (5-5-5),jose aldo,mario bautista,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2024-10-05,"salt lake city, utah, usa",900
ufc 307: pereira vs. rountree jr.,kevin holland vs. roman dolidze,W/L,1,300,3 Rnd (5-5-5),roman dolidze,kevin holland,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2024-10-05,"salt lake city, utah, usa",300
ufc 307: pereira vs. rountree jr.,kayla harrison vs. ketlen vieira,L/W,3,300,3 Rnd (5-5-5),ketlen vieira,kayla harrison,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2024-10-05,"salt lake city, utah, usa",900
ufc 307: pereira vs. rountree jr.,joaquin buckley vs. stephen thompson,L/W,3,137,3 Rnd (5-5-5),stephen thompson,joaquin buckley,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2024-10-05,"salt lake city, utah, usa",737
ufc 307: pereira vs. rountree jr.,iasmin lucindo vs. marina rodriguez,L/W,3,300,3 Rnd (5-5-5),marina rodriguez,iasmin lucindo,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2024-10-05,"salt lake city, utah, usa",900
ufc 307: pereira vs. rountree jr.,alexander hernandez vs. austin hubbard,L/W,3,300,3 Rnd (5-5-5),austin hubbard,alexander hernandez,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2024-10-05,"salt lake city, utah, usa",900
ufc 307: pereira vs. rountree jr.,cesar almeida vs. ihor potieria,W/L,3,300,3 Rnd (5-5-5),cesar almeida,ihor potieria,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2024-10-05,"salt lake city, utah, usa",900
ufc 307: pereira vs. rountree jr.,ovince saint preux vs. ryan spann,W/L,1,95,3 Rnd (5-5-5),ryan spann,ovince saint preux,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2024-10-05,"salt lake city, utah, usa",95
ufc 307: pereira vs. rountree jr.,carla esparza vs. tecia pennington,L/W,3,300,3 Rnd (5-5-5),carla esparza,tecia pennington,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2024-10-05,"salt lake city, utah, usa",900
ufc 307: pereira vs. rountree jr.,court mcgee vs. tim means,W/L,1,199,3 Rnd (5-5-5),court mcgee,tim means,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2024-10-05,"salt lake city, utah, usa",199
ufc fight night: moicano vs. saint denis,benoit saint denis vs. renato moicano,W/L,2,300,5 Rnd (5-5-5-5-5),renato moicano,benoit saint denis,5.0,5,0.0,0,0,0,lightweight,1,0,0,4,2024-09-28,"paris, ile-de-france, france",600
ufc fight night: moicano vs. saint denis,brendan allen vs. nassourdine imavov,W/L,3,300,3 Rnd (5-5-5),nassourdine imavov,brendan allen,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,joanderson brito vs. william gomis,W/L,3,300,3 Rnd (5-5-5),william gomis,joanderson brito,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,bryan battle vs. kevin jousset,L/W,2,227,3 Rnd (5-5-5),kevin jousset,bryan battle,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2024-09-28,"paris, ile-de-france, france",527
ufc fight night: moicano vs. saint denis,gabriel miranda vs. morgan charriere,W/L,2,27,3 Rnd (5-5-5),morgan charriere,gabriel miranda,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2024-09-28,"paris, ile-de-france, france",327
ufc fight night: moicano vs. saint denis,fares ziam vs. matt frevola,W/L,3,179,3 Rnd (5-5-5),fares ziam,matt frevola,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2024-09-28,"paris, ile-de-france, france",779
ufc fight night: moicano vs. saint denis,ion cutelaba vs. ivan erslan,W/L,3,300,3 Rnd (5-5-5),ion cutelaba,ivan erslan,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,da woon jung vs. oumar sy,W/L,3,300,3 Rnd (5-5-5),oumar sy,da woon jung,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,ludovit klein vs. roosevelt roberts,W/L,3,300,3 Rnd (5-5-5),ludovit klein,roosevelt roberts,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,taylor lapilus vs. vince morales,W/L,3,300,3 Rnd (5-5-5),taylor lapilus,vince morales,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,ailin perez vs. daria zhelezniakova,W/L,1,232,3 Rnd (5-5-5),ailin perez,daria zhelezniakova,3.0,5,0.0,0,1,0,bantamweight,1,0,1,2,2024-09-28,"paris, ile-de-france, france",232
ufc fight night: moicano vs. saint denis,daniel barez vs. victor altamirano,W/L,3,300,3 Rnd (5-5-5),daniel barez,victor altamirano,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,jacqueline cavalcanti vs. nora cornolle,L/W,3,300,3 Rnd (5-5-5),nora cornolle,jacqueline cavalcanti,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2024-09-28,"paris, ile-de-france, france",900
ufc fight night: moicano vs. saint denis,bolaji oki vs. chris duncan,L/W,1,214,3 Rnd (5-5-5),bolaji oki,chris duncan,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2024-09-28,"paris, ile-de-france, france",214
ufc 306: riyadh season noche ufc,merab dvalishvili vs. sean o'malley,L/W,5,300,5 Rnd (5-5-5-5-5),sean o'malley,merab dvalishvili,5.0,5,0.0,0,0,1,bantamweight,0,1,2,2,2024-09-14,"las vegas, nevada, usa",1500
ufc 306: riyadh season noche ufc,alexa grasso vs. valentina shevchenko,L/W,5,300,5 Rnd (5-5-5-5-5),alexa grasso,valentina shevchenko,5.0,5,0.0,0,1,1,flyweight,0,1,2,1,2024-09-14,"las vegas, nevada, usa",1500
ufc 306: riyadh season noche ufc,brian ortega vs. diego lopes,L/W,3,300,3 Rnd (5-5-5),brian ortega,diego lopes,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2024-09-14,"las vegas, nevada, usa",900
ufc 306: riyadh season noche ufc,daniel zellhuber vs. esteban ribovics,L/W,3,300,3 Rnd (5-5-5),daniel zellhuber,esteban ribovics,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2024-09-14,"las vegas, nevada, usa",900
ufc 306: riyadh season noche ufc,ode osbourne vs. ronaldo rodriguez,W/L,3,300,3 Rnd (5-5-5),ronaldo rodriguez,ode osbourne,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2024-09-14,"las vegas, nevada, usa",900
ufc 306: riyadh season noche ufc,irene aldana vs. norma dumont,L/W,3,300,3 Rnd (5-5-5),irene aldana,norma dumont,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2024-09-14,"las vegas, nevada, usa",900
ufc 306: riyadh season noche ufc,ignacio bahamondes vs. manuel torres,L/W,1,242,3 Rnd (5-5-5),manuel torres,ignacio bahamondes,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2024-09-14,"las vegas, nevada, usa",242
ufc 306: riyadh season noche ufc,ketlen souza vs. yazmin jauregui,L/W,1,182,3 Rnd (5-5-5),yazmin jauregui,ketlen souza,3.0,5,0.0,0,1,0,strawweight,0,1,1,0,2024-09-14,"las vegas, nevada, usa",182
ufc 306: riyadh season noche ufc,edgar chairez vs. joshua van,L/W,3,300,3 Rnd (5-5-5),edgar chairez,joshua van,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2024-09-14,"las vegas, nevada, usa",900
ufc 306: riyadh season noche ufc,aoriqileng vs. raul rosas jr.,W/L,3,300,3 Rnd (5-5-5),raul rosas jr.,aoriqileng,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2024-09-14,"las vegas, nevada, usa",900
ufc fight night: burns vs. brady,gilbert burns vs. sean brady,L/W,5,300,5 Rnd (5-5-5-5-5),gilbert burns,sean brady,5.0,5,0.0,0,0,0,welterweight,0,1,2,5,2024-09-07,"las vegas, nevada, usa",1500
ufc fight night: burns vs. brady,jessica andrade vs. natalia silva,L/W,3,300,3 Rnd (5-5-5),jessica andrade,natalia silva,3.0,5,0.0,0,1,0,flyweight,0,1,2,1,2024-09-07,"las vegas, nevada, usa",900
ufc fight night: burns vs. brady,kyle nelson vs. steve garcia,W/L,1,239,3 Rnd (5-5-5),steve garcia,kyle nelson,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2024-09-07,"las vegas, nevada, usa",239
ufc fight night: burns vs. brady,cody durden vs. matt schnell,L/W,2,29,3 Rnd (5-5-5),matt schnell,cody durden,3.0,5,0.0,0,0,0,bantamweight,0,1,1,2,2024-09-07,"las vegas, nevada, usa",329
ufc fight night: burns vs. brady,trevor peek vs. yanal ashmouz,L/W,3,300,3 Rnd (5-5-5),trevor peek,yanal ashmouz,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2024-09-07,"las vegas, nevada, usa",900
ufc fight night: burns vs. brady,chris padilla vs. rongzhu,L/W,2,254,3 Rnd (5-5-5),rongzhu,chris padilla,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2024-09-07,"las vegas, nevada, usa",554
ufc fight night: burns vs. brady,brendon marotte vs. isaac dulgarian,W/L,2,259,3 Rnd (5-5-5),isaac dulgarian,brendon marotte,3.0,5,0.0,0,0,0,featherweight,1,0,1,3,2024-09-07,"las vegas, nevada, usa",559
ufc fight night: burns vs. brady,andre lima vs. felipe dos santos,L/W,3,300,3 Rnd (5-5-5),felipe dos santos,andre lima,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2024-09-07,"las vegas, nevada, usa",900
ufc fight night: burns vs. brady,gabriel santos vs. yizha,L/W,3,300,3 Rnd (5-5-5),yizha,gabriel santos,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2024-09-07,"las vegas, nevada, usa",900
ufc fight night: burns vs. brady,jaqueline amorim vs. vanessa demopoulos,W/L,1,208,3 Rnd (5-5-5),jaqueline amorim,vanessa demopoulos,3.0,5,0.0,0,1,0,strawweight,1,0,1,0,2024-09-07,"las vegas, nevada, usa",208
ufc fight night: burns vs. brady,andre petroski vs. dylan budka,W/L,3,300,3 Rnd (5-5-5),andre petroski,dylan budka,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2024-09-07,"las vegas, nevada, usa",900
ufc fight night: burns vs. brady,nathan fletcher vs. zygimantas ramaska,L/W,2,74,3 Rnd (5-5-5),zygimantas ramaska,nathan fletcher,3.0,5,0.0,0,0,0,featherweight,0,1,1,3,2024-09-07,"las vegas, nevada, usa",374
ufc fight night: cannonier vs. borralho,caio borralho vs. jared cannonier,L/W,5,300,5 Rnd (5-5-5-5-5),jared cannonier,caio borralho,5.0,5,0.0,0,0,0,middleweight,0,1,2,6,2024-08-24,"las vegas, nevada, usa",1500
ufc fight night: cannonier vs. borralho,angela hill vs. tabatha ricci,L/W,3,300,3 Rnd (5-5-5),angela hill,tabatha ricci,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2024-08-24,"las vegas, nevada, usa",900
ufc fight night: cannonier vs. borralho,robert valentin vs. ryan loder,L/W,2,109,3 Rnd + OT (5-5-5-5),robert valentin,ryan loder,3.0,5,,5,0,0,middleweight,0,1,0,6,2024-08-24,"las vegas, nevada, usa",409
ufc fight night: cannonier vs. borralho,kaan ofli vs. mairon santos,L/W,2,90,3 Rnd + OT (5-5-5-5),kaan ofli,mairon santos,3.0,5,,5,0,0,featherweight,0,1,0,3,2024-08-24,"las vegas, nevada, usa",390
ufc fight night: cannonier vs. borralho,michael morales vs. neil magny,L/W,1,279,3 Rnd (5-5-5),neil magny,michael morales,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2024-08-24,"las vegas, nevada, usa",279
ufc fight night: cannonier vs. borralho,edmen shahbazyan vs. gerald meerschaert,L/W,2,252,3 Rnd (5-5-5),edmen shahbazyan,gerald meerschaert,3.0,5,0.0,0,0,0,middleweight,0,1,1,6,2024-08-24,"las vegas, nevada, usa",552
ufc fight night: cannonier vs. borralho,dennis buzukja vs. francis marshall,L/W,3,300,3 Rnd (5-5-5),dennis buzukja,francis marshall,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2024-08-24,"las vegas, nevada, usa",900
ufc fight night: cannonier vs. borralho,jose daniel medina vs. zachary reese,W/L,3,300,3 Rnd (5-5-5),zachary reese,jose daniel medina,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2024-08-24,"las vegas, nevada, usa",900
ufc fight night: cannonier vs. borralho,james llontop vs. viacheslav borshchev,W/L,3,300,3 Rnd (5-5-5),viacheslav borshchev,james llontop,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2024-08-24,"las vegas, nevada, usa",900
ufc fight night: cannonier vs. borralho,jacqueline cavalcanti vs. josiane nunes,W/L,3,300,3 Rnd (5-5-5),jacqueline cavalcanti,josiane nunes,3.0,5,0.0,0,1,0,bantamweight,1,0,2,2,2024-08-24,"las vegas, nevada, usa",900
ufc fight night: cannonier vs. borralho,victoria leonardo vs. wang cong,W/L,1,62,3 Rnd (5-5-5),wang cong,victoria leonardo,3.0,5,0.0,0,1,0,flyweight,1,0,0,1,2024-08-24,"las vegas, nevada, usa",62
ufc 305: du plessis vs. adesanya,dricus du plessis vs. israel adesanya,W/L,4,218,5 Rnd (5-5-5-5-5),dricus du plessis,israel adesanya,5.0,5,0.0,0,0,1,middleweight,1,0,1,6,2024-08-17,"perth, western australia, australia",1118
ufc 305: du plessis vs. adesanya,kai kara-france vs. steve erceg,W/L,1,244,3 Rnd (5-5-5),kai kara-france,steve erceg,3.0,5,0.0,0,0,0,flyweight,1,0,0,1,2024-08-17,"perth, western australia, australia",244
ufc 305: du plessis vs. adesanya,dan hooker vs. mateusz gamrot,L/W,3,300,3 Rnd (5-5-5),mateusz gamrot,dan hooker,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2024-08-17,"perth, western australia, australia",900
ufc 305: du plessis vs. adesanya,jairzinho rozenstruik vs. tai tuivasa,L/W,3,300,3 Rnd (5-5-5),tai tuivasa,jairzinho rozenstruik,3.0,5,0.0,0,0,0,heavyweight,0,1,2,8,2024-08-17,"perth, western australia, australia",900
ufc 305: du plessis vs. adesanya,carlos prates vs. li jingliang,L/W,2,242,3 Rnd (5-5-5),li jingliang,carlos prates,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2024-08-17,"perth, western australia, australia",542
ufc 305: du plessis vs. adesanya,junior tafa vs. valter walker,L/W,1,296,3 Rnd (5-5-5),junior tafa,valter walker,3.0,5,0.0,0,0,0,heavyweight,0,1,1,8,2024-08-17,"perth, western australia, australia",296
ufc 305: du plessis vs. adesanya,josh culibao vs. ricardo ramos,L/W,3,300,3 Rnd (5-5-5),josh culibao,ricardo ramos,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2024-08-17,"perth, western australia, australia",900
ufc 305: du plessis vs. adesanya,casey o'neill vs. luana santos,W/L,3,300,3 Rnd (5-5-5),casey o'neill,luana santos,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2024-08-17,"perth, western australia, australia",900
ufc 305: du plessis vs. adesanya,herbert burns vs. jack jenkins,W/L,3,48,3 Rnd (5-5-5),jack jenkins,herbert burns,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2024-08-17,"perth, western australia, australia",648
ufc 305: du plessis vs. adesanya,alex reyes vs. tom nolan,W/L,3,300,3 Rnd (5-5-5),tom nolan,alex reyes,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2024-08-17,"perth, western australia, australia",900
ufc 305: du plessis vs. adesanya,ricky glenn vs. song kenan,W/L,3,300,3 Rnd (5-5-5),song kenan,ricky glenn,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2024-08-17,"perth, western australia, australia",900
ufc 305: du plessis vs. adesanya,jesus aguilar vs. stewart nicoll,L/W,1,159,3 Rnd (5-5-5),stewart nicoll,jesus aguilar,3.0,5,0.0,0,0,0,flyweight,0,1,1,1,2024-08-17,"perth, western australia, australia",159
ufc fight night: tybura vs. spivac 2,marcin tybura vs. serghei spivac,L/W,1,104,5 Rnd (5-5-5-5-5),marcin tybura,serghei spivac,5.0,5,0.0,0,0,0,heavyweight,0,1,1,8,2024-08-10,"las vegas, nevada, usa",104
ufc fight night: tybura vs. spivac 2,chepe mariscal vs. damon jackson,L/W,3,300,3 Rnd (5-5-5),damon jackson,chepe mariscal,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: tybura vs. spivac 2,danny barlow vs. nikolay veretennikov,W/L,3,300,3 Rnd (5-5-5),danny barlow,nikolay veretennikov,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: tybura vs. spivac 2,chris gutierrez vs. quang le,W/L,3,300,3 Rnd (5-5-5),chris gutierrez,quang le,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: tybura vs. spivac 2,chelsea chandler vs. yana santos,W/L,3,300,3 Rnd (5-5-5),yana santos,chelsea chandler,3.0,5,0.0,0,1,0,bantamweight,1,0,2,2,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: tybura vs. spivac 2,charalampos grigoriou vs. toshiomi kazama,W/L,2,115,3 Rnd (5-5-5),toshiomi kazama,charalampos grigoriou,3.0,5,0.0,0,0,0,bantamweight,1,0,1,2,2024-08-10,"las vegas, nevada, usa",415
ufc fight night: tybura vs. spivac 2,karol rosa vs. pannie kianzad,W/L,3,300,3 Rnd (5-5-5),karol rosa,pannie kianzad,3.0,5,0.0,0,1,0,bantamweight,1,0,2,2,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: tybura vs. spivac 2,jhonata diniz vs. karl williams,W/L,3,300,3 Rnd (5-5-5),jhonata diniz,karl williams,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: tybura vs. spivac 2,jarno errens vs. youssef zalal,W/L,1,232,3 Rnd (5-5-5),youssef zalal,jarno errens,3.0,5,0.0,0,0,0,featherweight,1,0,1,3,2024-08-10,"las vegas, nevada, usa",232
ufc fight night: tybura vs. spivac 2,stephanie luciano vs. talita alencar,W/L,3,300,3 Rnd (5-5-5),stephanie luciano,talita alencar,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2024-08-10,"las vegas, nevada, usa",900
ufc fight night: sandhagen vs. nurmagomedov,cory sandhagen vs. umar nurmagomedov,L/W,5,300,5 Rnd (5-5-5-5-5),cory sandhagen,umar nurmagomedov,5.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",1500
ufc fight night: sandhagen vs. nurmagomedov,michal oleksiejczuk vs. shara magomedov,W/L,3,300,3 Rnd (5-5-5),shara magomedov,michal oleksiejczuk,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,deiveson figueiredo vs. marlon vera,L/W,3,300,3 Rnd (5-5-5),marlon vera,deiveson figueiredo,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,michael chiesa vs. tony ferguson,L/W,1,224,3 Rnd (5-5-5),tony ferguson,michael chiesa,3.0,5,0.0,0,0,0,welterweight,0,1,1,5,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",224
ufc fight night: sandhagen vs. nurmagomedov,loopy godinez vs. mackenzie dern,W/L,3,300,3 Rnd (5-5-5),mackenzie dern,loopy godinez,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,elves brener vs. joel alvarez,W/L,3,216,3 Rnd (5-5-5),joel alvarez,elves brener,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",816
ufc fight night: sandhagen vs. nurmagomedov,alonzo menifield vs. azamat murzakanov,W/L,2,198,3 Rnd (5-5-5),azamat murzakanov,alonzo menifield,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",498
ufc fight night: sandhagen vs. nurmagomedov,kaue fernandes vs. mohammad yahya,L/W,1,285,3 Rnd (5-5-5),mohammad yahya,kaue fernandes,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",285
ufc fight night: sandhagen vs. nurmagomedov,don'tale mayes vs. shamil gaziev,W/L,3,300,3 Rnd (5-5-5),shamil gaziev,don'tale mayes,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,guram kutateladze vs. jordan vucenic,W/L,3,300,3 Rnd (5-5-5),guram kutateladze,jordan vucenic,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,sam hughes vs. viktoriia dudakova,L/W,3,300,3 Rnd (5-5-5),viktoriia dudakova,sam hughes,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,jai herbert vs. rolando bedoya,W/L,3,300,3 Rnd (5-5-5),jai herbert,rolando bedoya,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc fight night: sandhagen vs. nurmagomedov,denis tiuliulin vs. sedriques dumas,W/L,3,300,3 Rnd (5-5-5),sedriques dumas,denis tiuliulin,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2024-08-03,"abu dhabi, abu dhabi, united arab emirates",900
ufc 304: edwards vs. muhammad 2,belal muhammad vs. leon edwards,L/W,5,300,5 Rnd (5-5-5-5-5),leon edwards,belal muhammad,5.0,5,0.0,0,0,1,welterweight,0,1,2,5,2024-07-27,"manchester, england, united kingdom",1500
ufc 304: edwards vs. muhammad 2,curtis blaydes vs. tom aspinall,W/L,1,60,5 Rnd (5-5-5-5-5),tom aspinall,curtis blaydes,5.0,5,0.0,0,0,1,heavyweight,1,0,0,8,2024-07-27,"manchester, england, united kingdom",60
ufc 304: edwards vs. muhammad 2,king green vs. paddy pimblett,L/W,1,202,3 Rnd (5-5-5),king green,paddy pimblett,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2024-07-27,"manchester, england, united kingdom",202
ufc 304: edwards vs. muhammad 2,christian leroy duncan vs. gregory rodrigues,L/W,3,300,3 Rnd (5-5-5),christian leroy duncan,gregory rodrigues,3.0,5,0.0,0,0,0,middleweight,0,1,2,6,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,arnold allen vs. giga chikadze,W/L,3,300,3 Rnd (5-5-5),arnold allen,giga chikadze,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,daniel pineda vs. nathaniel wood,W/L,3,300,3 Rnd (5-5-5),nathaniel wood,daniel pineda,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,bruna brasil vs. molly mccann,L/W,3,300,3 Rnd (5-5-5),molly mccann,bruna brasil,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,caolan loughran vs. jake hadley,W/L,3,300,3 Rnd (5-5-5),jake hadley,caolan loughran,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,manel kape vs. muhammad mokaev,W/L,3,300,3 Rnd (5-5-5),muhammad mokaev,manel kape,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,oban elliott vs. preston parsons,W/L,3,300,3 Rnd (5-5-5),oban elliott,preston parsons,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2024-07-27,"manchester, england, united kingdom",900
ufc 304: edwards vs. muhammad 2,marcin prachnio vs. modestas bukauskas,W/L,3,192,3 Rnd (5-5-5),modestas bukauskas,marcin prachnio,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2024-07-27,"manchester, england, united kingdom",792
ufc 304: edwards vs. muhammad 2,kiefer crosbie vs. sam patterson,W/L,1,170,3 Rnd (5-5-5),sam patterson,kiefer crosbie,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2024-07-27,"manchester, england, united kingdom",170
ufc 304: edwards vs. muhammad 2,lukasz brzeski vs. mick parkin,W/L,1,203,3 Rnd (5-5-5),mick parkin,lukasz brzeski,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2024-07-27,"manchester, england, united kingdom",203
ufc 304: edwards vs. muhammad 2,alice ardelean vs. shauna bannon,W/L,3,300,3 Rnd (5-5-5),shauna bannon,alice ardelean,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2024-07-27,"manchester, england, united kingdom",900
ufc fight night: lemos vs. jandiroba,amanda lemos vs. virna jandiroba,L/W,2,288,5 Rnd (5-5-5-5-5),amanda lemos,virna jandiroba,5.0,5,0.0,0,1,0,strawweight,0,1,1,0,2024-07-20,"las vegas, nevada, usa",588
ufc fight night: lemos vs. jandiroba,seungwoo choi vs. steve garcia,W/L,1,96,3 Rnd (5-5-5),steve garcia,seungwoo choi,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2024-07-20,"las vegas, nevada, usa",96
ufc fight night: lemos vs. jandiroba,kaynan kruschewsky vs. kurt holobaugh,W/L,3,300,3 Rnd (5-5-5),kurt holobaugh,kaynan kruschewsky,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2024-07-20,"las vegas, nevada, usa",900
ufc fight night: lemos vs. jandiroba,bruno silva vs. cody durden,L/W,2,178,3 Rnd (5-5-5),cody durden,bruno silva,3.0,5,0.0,0,0,0,flyweight,0,1,0,1,2024-07-20,"las vegas, nevada, usa",478
ufc fight night: lemos vs. jandiroba,bill algeo vs. dooho choi,W/L,2,218,3 Rnd (5-5-5),dooho choi,bill algeo,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2024-07-20,"las vegas, nevada, usa",518
ufc fight night: lemos vs. jandiroba,hyder amil vs. jeongyeong lee,L/W,1,65,3 Rnd (5-5-5),jeongyeong lee,hyder amil,3.0,5,0.0,0,0,0,featherweight,0,1,0,3,2024-07-20,"las vegas, nevada, usa",65
